LCLAS_NM,MLSFC_NM,RPRSNT_RAWMTRL_NM,RAWMTRL_NCKNM,ENG_NM,SCNM,REGN_CD_NM,RAWMTRL_STATS_CD_NM,USE_CND_NM
식품첨가물(B코드),식품첨가물,합성향료(Isobutyl acetate),"I040, Butyl iso acetate; Butyl iso ethanoate; 2-methyl-1-propyl acetate; isobutyl ethanoate",Isobutyl acetate,,-,,
식품첨가물(B코드),식품첨가물,합성향료(Isobutyl acetoacetate),"I041, Butyl iso acetoacetate; butyl iso 3-ketobutyrate; isobutyl 3-ketobutyrate; Butyl iso 3-ketobutanoate; isobutyl 3-ketobutanoate; 2-methyl-1-propyl acetoacetate; Butyl iso 3-Oxobutanoate; Isobutyl-β-ketobutyrate; Isobutyl-3-oxobutanoate; 2-Methylpropyl 3-oxobutyrate",Isobutyl acetoacetate,,-,,
식품첨가물(B코드),식품첨가물,합성향료(Isobutyl alcohol),"I042, Butyl iso alcohol; butanol(iso); Propyl iso carbinol; 2-Methyl-1-propanol; Isopropyl carbinol; Isobutanol; 2-Methylpropanol; 2-Methylpropan-1-ol; Isopropyl carbinol",Isobutyl alcohol,,-,,
식품첨가물(B코드),식품첨가물,합성향료(Isobutyl angelate),"I043, Butyl iso angelate; Buty iso cis-2-methyl- 2-butenoate; Isobutyl 2-methylbut-2(cis)-enoate; Isobutyl cis-α,β-dimethylacrylate; Isobutyl cis-2-methyl-2-butenoate; isobutyl cis-α-methylcrotonate",Isobutyl angelate,,-,,
식품첨가물(B코드),식품첨가물,합성향료(Isobutyl anthranilate),"I044, Butyl iso anthranilate; Butyl iso o-aminobenzoate; Isobutyl 2-aminobenzoate; Isobutyl o-aminobenzoate",Isobutyl anthranilate,,-,,
식품첨가물(B코드),식품첨가물,합성향료(Isobutyl benzoate),"I045, butyl iso benzoate; 2-methylpropyl benzoate; Isobutyl benzenecarboxylate, Eglantine; Isobutyl phenyl methanoate",Isobutyl benzoate,,-,,
식품첨가물(B코드),식품첨가물,합성향료(Isobutyl butyrate),"I046, Butyl iso butyrate; 2-methyl-1-propyl butyrate; butyl iso butanoate; isobutyl butanoate; 2-Methyl propanyl butyrate; 2-methylpropyl butanoate",Isobutyl butyrate,,-,,
식품첨가물(B코드),식품첨가물,합성향료(Isobutyl cinnamate),"I047, Isobutyl-3-phenylpropenoate; isobutyl-β-phenylacrylate; Labdanol; 2-methylpropyl cinnamate; 2-Methylpropyl β-phenylacrylate; 2-Methylpropyl 3-phenylpropenoate",Isobutyl cinnamate,,-,,
식품첨가물(B코드),식품첨가물,합성향료(Isobutyl formate),"I048, Butyl iso formate; 2-Methyl-1-propyl formate; Isobutyl methanoate; Butyl iso methanoate; Tetryl formate",Isobutyl formate,,-,,
식품첨가물(B코드),식품첨가물,합성향료(Isobutyl furyl propionate),"I049, Isobutyl 3-(2-furyl)propionate; Isobutyl 2-furanpro pionate; Isobutyl furfurylacetate; Isobutyl-2-furanpropionate",Isobutyl furyl propionate,,-,,
식품첨가물(B코드),식품첨가물,합성향료(Isobutyl heptanoate),"I050, Butyl iso heptanoate; Butyl iso heptoate; 2-Methyl- 1-propyl heptanoate; Isobutyl heptoate; Isobutyl heptylate; Isobutyl heptoate",Isobutyl heptanoate,,-,,
식품첨가물(B코드),식품첨가물,합성향료(Isobutyl hexanoate),"I051, Butyl iso hexanoate; Butyl iso caproate; 2-Methyl-1-propyl caproate, 2-methylpropyl hexanoate; Isobutyl caproate; Isobutyl capronate; isobutyl hexylate",Isobutyl hexanoate,,-,,
식품첨가물(B코드),식품첨가물,합성향료(Isobutyl isobutyrate),"I052, Butyl iso isobutyrate; Butyl iso 2-methylpropanoate; 2-Methyl-1-propyl 2-methylpropanoate; Isobutyl 2-methylpropanoate; Isobutyl 2-methylpropionate",Isobutyl isobutyrate,,-,,
식품첨가물(B코드),식품첨가물,합성향료(Isobutyl N-methylanthranilate),"I053, Benzoic acid, 2-(methylamino)-, 2-methylpropyl ester",Isobutyl N-methylanthranilate,,-,,
식품첨가물(B코드),식품첨가물,합성향료(Isobutyl phenylacetate),"I054, Butyl iso phenylacetate; 2-Methylpropyl phenylacetate; Isobutyl α-toluate",Isobutyl phenylacetate,,-,,
식품첨가물(B코드),식품첨가물,합성향료(Isobutyl propionate),"I055, Butyl iso propionate; Isobutyl propanoate; Butyl iso propanoate; 2-Methyl-1-propryl propanoate",Isobutyl propionate,,-,,
식품첨가물(B코드),식품첨가물,합성향료(Isobutyl salicylate),"I056, Butyl iso salicylate; 2-Methyl-1-propyl salicylate; Butyl iso o-hydroxybenzoate; 2-Methylpropyl o-hydroxybenzoate; Isobutyl o-hydroxybenzoate; Isobutyl 2-hydroxybenzoate; 2-Methylpropyl 2-hydroxybenzoate; Butyl salicylate",Isobutyl salicylate,,-,,
식품첨가물(B코드),식품첨가물,합성향료(2-Isobutyl-3-methoxypyrazine),"I057, 2-Butyl-iso-3-methoxypyrazine; 2-Methoxy- 3-(2-methylpropyl)pyrazine; 2-Methoxy-3- isobutylpyrazine; 2-Butyl-3-methoxypyrazine",2-Isobutyl-3-methoxypyrazine,,-,,
식품첨가물(B코드),식품첨가물,합성향료(2-Isobutyl-3-methylpyrazine),"I058, 2-Butyl-iso-3-methylpyrazine; 2-Methyl-3-isobutyl pyrazine; 2-methyl-3-(2-methylpropyl)-pyrazine; 2-(2-Methylpropyl)-3-methylpyrazine; 2-Isobutyl-3-methyl-1,4-diazine; 2-Butyl-3-methylpyrazine",2-Isobutyl-3-methylpyrazine,,-,,
식품첨가물(B코드),식품첨가물,"합성향료(2-Isobutyl-4,6-dimethyldihydro-1,3,5-dithiazine and 4-isobutyl-2,6-dimethyldihydro-1,3,5-dithiazine (mixture))","I059, 2(4)-Isobutyl-4(2),6-dimethyldihydro-4H-1,3,5-dithiazine; Dimethyl isobutyl dihydro-1,3,5-dithiazine; Dihydro-2-isobutyl-4,6-dimethyl-4h-1,3,5-dithiazine and dihydro-6-isobutyl-2,4-dimethyl-4h-1,3,5-dithiazine","2-Isobutyl-4,6-dimethyldihydro-1,3,5-dithiazine and 4-isobutyl-2,6-dimethyldihydro-1,3,5-dithiazine (mixture)",,-,,
식품첨가물(B코드),식품첨가물,합성향료(Isobutylamine),"I060, 1-Amino-2-methylpropane; 2-Methyl-1-aminopropane; 2-Methyl-1-propanamine; 2-Methylpropanamine; 2-Methylpropylamine; 3-Methyl-2-propylamine; iso-Butylamine; Monoisobutylamine; Valamine",Isobutylamine,,-,,
식품첨가물(B코드),식품첨가물,합성향료(N-Isobutyldeca-trans-2-trans-4-dienamide),"I061, N-Isobutyl (E2),(E4)-decadienamide; 2,4-Decadienamide, N-(2-methylpropyl)-, (2E, 4E)-; 2,4-Decadienamide, N-(2-methylpropyl)-, (E,E)-; 2,4-Decadienamide, N-isobutyl-, (E,E)-; (E,E)-N-(2-Methylpropyl)-2,4-decadienamide; N-(2-methyl-propyl)deca-trans-2-trans-4-dienamide; N-Isobutyl-2-trans-4-trans-decadienamide; N-Isobutyl deca-trans-2-trans-4-dienamide; Pellitorin; Pellitorine; trans-Pellitorine",N-Isobutyldeca-trans-2-trans-4-dienamide,,-,,
식품첨가물(B코드),식품첨가물,합성향료(α-Isobutylphenethyl alcohol),"I062, Benzylisobutyl carbinol; α-butyl iso phenethyl alcohol; 2-Methylpropyl benzyl carbnol; Benzyl isoamyl alcohol; isobutyl benzylcarbinol; 4-Methyl-1-yl-1-phenyl-2-pentanol; 4-Methyl-1-phenyl-2-pentanol, 2-Methyl propyl benzyl carbinol, Benzylisoamyl acetone; 4-Methyl-1-phenylpentan-2-ol",α-Isobutylphenethyl alcohol,,-,,
식품첨가물(B코드),식품첨가물,합성향료(2-Isobutylthiazole),"I063, 2-Butyl iso thiazole; Thiazole, 2-isobutyl; 2-Butylthiazole",2-Isobutylthiazole,,-,,
식품첨가물(B코드),식품첨가물,합성향료(Isobutyraldehyde),"I064, Butyraldehyde(iso); butyl iso aldehyde; Butyric iso aldehyde; Isobutyl aldehyde; isobutyric aldehyde; 2-Methyl propanal; Isobutanal",Isobutyraldehyde,,-,,
식품첨가물(B코드),식품첨가물,합성향료(Isobutyric acid),"I065, Butyric iso acid; 2-Methylpropionic acid; Isopropylformic acid; 2-Methylpropanoic acid; Isobutyric acid",Isobutyric acid,,-,,
식품첨가물(B코드),식품첨가물,합성향료(Isoeugenol),"I066, 4-Hydroxy-3-methoxy-1-propen-1-yl benzene; 3-Methoxy-4-hydroxy-1-propen-1-yl benzene; 1-Hydroxy-2-methoxy-4-propenylbenzene; 2-Methoxy-4-propenylphenol; 4-propenyl guaiacol; 1-Hydroxy-2-methoxy-4-propen-1-ylbenzene; 2-Methoxy-4-(1-prophenyl)phenol",Isoeugenol,,-,,
식품첨가물(B코드),식품첨가물,합성향료(Isoeugenyl acetate),"I067, Isoeugenol acetate; 4-Acetoxy-3-methoxy-1-(1-propen-1-yl) benzene; 2-Methoxy-4-(prop-1-enyl) phenyl acetate; Acetyl isoeugenol; 2-Methoxy-4-propenylphenyl acetate; Acetisoeugenol",Isoeugenyl acetate,,-,,
식품첨가물(B코드),식품첨가물,합성향료(Isoeugenyl benzyl ether),"I068, 4-Propenyl-1(benzyloxy)-2-methoxybenzene; Benzyl 2-methoxy-4-propenylphenyl ether; 1-Benzyloxy-2-methoxy-4-propenylbenzene; 2-Methoxy-4-propenylphenyl benzyl ether; Benzyl isoeugenyl ether; Benzyl isoeugenol; 2-Methoxy-4- propenylphenyl ether",Isoeugenyl benzyl ether,,-,,
식품첨가물(B코드),식품첨가물,합성향료(Isoeugenyl ethyl ether),"I069, 1-Ethoxy-2-methoxy-4-(prop-1-enyl)benzene; 1-Ethoxy-2-methoxy-4-propenylbenzene; 2-Ethoxy-5-propenylanisole; Ethyl isoeugenol; Ethyl isoeugenyl ether; 1-Ethoxy-2-methoxy-4-benzene",Isoeugenyl ethyl ether,,-,,
식품첨가물(B코드),식품첨가물,합성향료(Isoeugenyl formate),"I070, 4-(1-Propen-1-yl)-2-methoxyphenyl formate; 2-Methoxy-4-(1-propen-1-yl) phenyl formate; 2-Methoxy-4-propenyl phenyl formate; propenyl-2-methoxyphenyl formate; 4-Methoxy-4-phenyl formate; 2-Methoxy-4-propenylphenyl formate",Isoeugenyl formate,,-,,
식품첨가물(B코드),식품첨가물,합성향료(Isoeugenyl methyl ether),"I071, Isoeugenol methyl ether; 3,4-Dimethoxy-1-(1-propen-1-yl) benzene; 1,2-Dimethoxy-4-propenylbenzene; Methyl isoeugenol; 4-Propenyl veratrole; 1,2-Dimethoxy-4-(prop-1-enyl) benzene; 1,2-Dimethoxy-4-propen",Isoeugenyl methyl ether,,-,,
식품첨가물(B코드),식품첨가물,합성향료(Isoeugenyl phenylacetate),"I072, 2-Methoxy-4-(1-propen-1-yl) phenyl phenylacetate; Isoeugenol α-toluate; 2-Methoxy-4-propenyl phenylacetate; 4-Propenylguaiacyl phenylacetate; 2-Methoxy-4-phenyl phenylacetate",Isoeugenyl phenylacetate,,-,,
식품첨가물(B코드),식품첨가물,합성향료(Isojasmone),"I073, 2-hexylidene cyclopentanone and 2-hexyl-2-cyclopenten-1-one (mixture); 2-Hexyl-2- cyclopenten-1-one and 2-hexylidenecyclopentanone (mixture); 2-Methyl-3-(2- pentenyl)-2-cyclopenten- 1-one; 2-Hexyl-cyclopenten-2-one-1",Isojasmone,,-,,
식품첨가물(B코드),식품첨가물,합성향료(DL-Isomenthone),"I074, cis-Menthone;cis-2-Methyl-5-isopropylcyclohexanone; d,l-Isomenthone; Cyclohexanone, 5-methyl-2-(1-methylethyl)-, (Z)-; Isomenthone; cis-para-Menthan-3-one; cis-1-Methyl-4-isopropyl-3-cyclohexanone; 1-Methyl-4-isopropyl-3-cyclohexanone; d,l-cis-para-Menthan-3-one",DL-Isomenthone,,-,,
식품첨가물(B코드),식품첨가물,합성향료(α-Isomethylionyl acetate),"I075, 3-Methyl-4-(2,6,6-trimethyl-2-cyclohexen-1-yl)-3-buten-2-yl acetate",α-Isomethionyl acetate,,-,,
식품첨가물(B코드),식품첨가물,합성향료(α-Isomethyl ionone),"I076, γ-Methylionone; Raldeine-γ; iraldeine-γ; α-Cyclocitrylidene butanone; Methyl-γ-ionone (so called); 4-(2,6,6-Trimethyl-2-cyclohexen-1-yl)- 3-methyl-3-buten-2-one; Isomethylionone",α-Isomethyl ionone,,-,,
식품첨가물(B코드),식품첨가물,합성향료(β-Isomethylionone),"I077, 3-Buten-2-one, 3-methyl-4-(2,6,6-trimethyl-1- cyclohexen-1-yl)-",β-Isomethylionone,,-,,
식품첨가물(B코드),식품첨가물,합성향료(Isoorioenyl pyrazine (Isopropenyl)),"I078, 2-(α-Methylvinyl) pyrazine; 2-Isopropenyl-1, 4-diazine; 2-(1-methylvinyl)pyrazine; 2-Isopropenylpyrazine; Isopropenylpyrazine",Isoorioenyl pyrazine (Isopropenyl),,-,,
식품첨가물(B코드),식품첨가물,합성향료(Isopentyl 4-(2-furan)butyrate),"I079, 3-Methylbutyl 2-furylbutyrate; Amyl 2-furanbutyrate; Isoamyl 2-furanbutyrate; Isopentyl 2-furanbutyrate; Isopentyl furyl-2-butyrate; Isoamyl furfurylpropionate; 3-Methylbutyl 2-furanbutyrate; α-Isoamyl furfurylpropionate",Isopentyl 4-(2-furan)butyrate,,-,,
식품첨가물(B코드),식품첨가물,합성향료(Isopentyl acetoacetate),"I080, Amyl iso acetoacetate; Isopenetyl acetoacetate; 3-Methylbutyl acetoacetate; 3-methylbutyl 3-oxobutanoate; Isopentyl β-ketobutyrate; isopentyl β-ketobutyrate; Pentyl iso 3-oxobutanoate; Isopentyl 3-oxobutanoate; Amyl iso β-ketobutyrate; 3-Methylbutyl β-ketobutyrate; Amyl iso 3-oxobutanoate; Isoamyl β-ketobutyrate; Isoamyl 3-oxobutanoate, 3-Methylbutyl 3-oxobutyrate; Pentyl 3-Oxobutanoate",Isopentyl acetoacetate,,-,,
식품첨가물(B코드),식품첨가물,합성향료(Isopentyl amine),"I081, Pentyl iso amine; 1-Aminoisopentane; Butyl iso carbylamine; Isoamylamine; 3-Methylbutylamine; isoamino pentane; Isobutyl carbylamine; 1-Butanamine, 3-methyl-",Isopentyl amine,,-,,
식품첨가물(B코드),식품첨가물,합성향료(Isopentylidene isopentylamine),"I082, N-(3-Methylbutylidene)-3-methyl-1-butylamine; N-Isoamylidene-isoamylamine; 1-Butanamine, 3-methyl-N-(3-methylbutylidene)-",Isopentylidene isopentylamine,,-,,
식품첨가물(B코드),식품첨가물,합성향료(Isophorone),"I083, 2-Cyclohexen-1-one, 3,5,5-trimethyl-; isoacetophorone; 3,5,5-Trimethyl-2-cyclohexen- 1-one; 3,5,5-Trimethylcyclohex-2-en-1-one; 1,5,5-Trimethyl-3-oxocyclohexene; 1,3,3-Trimethylcyclohexane-5-one; Isophorone",Isophorone,,-,,
식품첨가물(B코드),식품첨가물,합성향료(Isoprenyl acetate),"I084, 3-Methyl-3-butenyl acetate",Isoprenyl acetate,,-,,
식품첨가물(B코드),식품첨가물,합성향료(Isopropenyl acetate),I085,Isopropenyl acetate,,-,,
식품첨가물(B코드),식품첨가물,합성향료(5-Isopropenyl-2-methyl-2-vinyl tetrahydrofuran),"I086, Anhydro linalool oxide; 2-Ethenyl-2-methyl-5- (1-methylethenyl) tetrahydrofuran; furan, 2-ethenyl-tetrahydro-2-methyl-5-(1-methylethenyl)-; 2-Methyl-2-vinyl-5-isopropenyl tetrahydroforan; Anhydrolinalool oxide",5-Isopropenyl-2-methyl-2-vinyl tetrahydrofuran,,-,,
식품첨가물(B코드),식품첨가물,합성향료(cis-5-Isopropenyl-cis-2-methylcyclopentan-1-carboxaldehyde),"I087, Cyclopentanecarboxaldehyde, 2-methyl-5- (1-methylethenyl)-, [R-(1α,2α,5α0]-; cis-2-methyl- cis-5-isopropenylcyclopentan-1-carboxaldehyde; Photocitral; 5-(1-Methylene-ethyl)-2-methylcyclo pentanecarboxaldehyde; Photocitral; 5-Isopropenyl-2-methylcyclopentanecarboxaldehyde; Photocitral A",cis-5-Isopropenyl-cis-2-methylcyclopentan-1-carboxaldehyde,,-,,
식품첨가물(B코드),식품첨가물,합성향료(Isopropyl 2-methylbutyrate),"I088, Butanoic acid, 2-methyl-, 1-methylethyl ester; 1-Methylethyl-2-methylbutanoate",Isopropyl 2-methylbutyrate,,-,,
식품첨가물(B코드),식품첨가물,합성향료(Isopropyl acetate),"I089, Propyl iso acetate",Isopropyl acetate,,-,,
식품첨가물(B코드),식품첨가물,합성향료(Isopropyl alcohol),"I090, Propyl iso alcohol; Propanol(iso); Petrohol; sec-Propyl alcohol; Dimethylcarbinol; Isopropanol; 2-propanol; Isopropanol; Propan-2-ol; Isopropanol",Isopropyl alcohol,,-,,
식품첨가물(B코드),식품첨가물,합성향료(Isopropyl benzoate),"I091, Propyl iso benzoate; 1-Methylethyl benzoate",Isopropyl benzoate,,-,,
식품첨가물(B코드),식품첨가물,합성향료(Isopropyl butyrate),"I092, Propyl iso butyrate; propyl iso butanoate; Isopropyl butanoate; Isopropyl n-butanote; Isopropyl",Isopropyl butyrate,,-,,
식품첨가물(B코드),식품첨가물,합성향료(Isopropyl cinnamate),"I093, Propyl iso cinnamate; 1-Methylethyl-3-phenyl propenoate; Isopropyl β-phenylacrylate; Isopropyl 3-phenylpropenoate",Isopropyl cinnamate,,-,,
식품첨가물(B코드),식품첨가물,합성향료(Isopropyl formate),"I094, Isopropyl methanoate; Propyl iso formate; Propyl iso methanoate",Isopropyl formate,,-,,
식품첨가물(B코드),식품첨가물,합성향료(Isopropyl hexanoate),"I095, Propyl iso hexanoate; Propyl iso hexylate; Propyl iso capronate; Propyl iso caproate; Isopropyl caproate; Isopropyl capronate; isopropyl hexylate",Isopropyl hexanoate,,-,,
식품첨가물(B코드),식품첨가물,합성향료(Isopropyl isobutyrate),"I096, Propyl iso isobutyrate; Isopropyl 2-methylpropanoate; Propyl-iso-2-methylpropanoate",Isopropyl isobutyrate,,-,,
식품첨가물(B코드),식품첨가물,합성향료(Isopropyl isovalerate),"I097, Propyl iso isovalerate; Isopropyl isovalerianate; Propyl iso isopentanoate; Isopropyl isopentanoate; Isopropy 3-methylbutanoate; Propyl iso 3-methylbutanoate",Isopropyl isovalerate,,-,,
식품첨가물(B코드),식품첨가물,합성향료(Isopropyl myristate),"I098, Tetradecanoic isopropyl ester; Isopropyl tetradecanoate; Tetradecanoic acid, 1-Methylethyl ester; Isopropyl myristate",Isopropyl myristate,,-,,
식품첨가물(B코드),식품첨가물,합성향료(p-Isopropyl phenylacetaldehyde),"I099, p-Propyl iso phenylacetaldehyde; Cortexal; Cumylacetaldehyde; Cuminic acetaldehyde; p-Cymen-7-carboxaldehyde; homo-cuminic aldehyde; 4-Isopropyl phenyl acetaldehyde; 2-(p-Isopropylphenyl) acetaldehyde; Cumylaldehyde; p-Propylphenylacetaldehyde",p-Isopropyl phenylacetaldehyde,,-,,
식품첨가물(B코드),식품첨가물,합성향료(Isopropyl phenylacetate),"I100, Isopropyl α-toluate",Isopropyl phenylacetate,,-,,
식품첨가물(B코드),식품첨가물,합성향료(Isopropyl propionate),"I101, Propyl iso propionate; Isopropanoate",Isopropyl propionate,,-,,
식품첨가물(B코드),식품첨가물,합성향료(Isopropyl sorbate),"I102, Propan-2-yl(2E, 4E)-hexa-2,4-dienoate; 2,4-Hexadienoic acid, 1-methylethyl ester; sopropyl 2,4-hexadienoate",Isopropyl sorbate,,-,,
식품첨가물(B코드),식품첨가물,합성향료(Isopropyl tiglate),"I103, Crotonate; Isopropyl-2-methyl-2-butenoate; Propyl iso tiglate; Propyl iso α-methylcrotonate; Isopropyl 2-methylcrotonate; Isopropyl-α-methyl crotonate; isopropyl-3-methyl-2-butenoate; Propyl tiglate",Isopropyl tiglate,,-,,
식품첨가물(B코드),식품첨가물,합성향료(4-Isopropyl-2-cyclohexenone),"I104, 2-Cyclohexenone, 4-(1-methylethyl)-; 4-Isopropylcyclohex-2-enone; 4-Isopropylcyclohex- 2-en-1-one, Crypton; Cryptone; dl-Kryptone",4-Isopropyl-2-cyclohexenone,,-,,
식품첨가물(B코드),식품첨가물,"합성향료(2-Isopropyl-4,6-dimethyl and 4-isopropyl-2,6-dimethyldihydro-1,3,5-dithiazine (mixture))","I105, 2(4)-Isopropyl-4(2),6-dimethyldihydro-4H-1,3,5-dithiazine; 4,6-Dimethyl-2-(1-methylethyl)dihydro-1,3,5-dithiazine; Dimethyl isopropyl dihydro-1,3,5-dithiazine; Dihydro-2-isopropyl-4,6-dimethyl-4h-1,3,5-dithiazine and dihydro-4-isopropyl-2,6-dimethyl-4h-1,3,5-dithiazine","2-Isopropyl-4,6-dimethyl and 4-isopropyl-2,6-dimethyldihydro-1,3,5-dithiazine (mixture)",,-,,
식품첨가물(B코드),식품첨가물,합성향료(2-Isopropyl-4-methylthiazole),"I106, Thiazole, 4-methyl-2-(1-methylethyl)-; 4-Methyl-2-isopropylthiazole",2-Isopropyl-4-methylthiazole,,-,,
식품첨가물(B코드),식품첨가물,합성향료(2-Isopropyl-5-methyl-2-hexenal),"I107, iso-Dihydrovandulyl aldehyde",2-Isopropyl-5-methyl-2-hexenal,,-,,
식품첨가물(B코드),식품첨가물,합성향료(p-Isopropylacetophenone),"I108, p-Propyl iso acetophenone; p-Isopropylacetylbenzene; 4-Isopropylacetophenone; Acetocumene; p-Acetyl cumol; 1,4-Acetyl-isopropyl benzol; 1-Isopropyl-4-acetylbenzene; p-Isopropyl acetylbenzol; Methyl p-isopropylphenyl ketone; 1-(4-Isopropylphenyl) ethanone; p-Acetylcumene; p-Propylacetophenone",p-Isopropylacetophenone,,-,,
식품첨가물(B코드),식품첨가물,합성향료(Isopropylamine),"I109, 1-Methylethylamine; 2-Aminopropane; 2-Propylamine; Monoisopropylamine; sec-Propylamine",Isopropylamine,,-,,
식품첨가물(B코드),식품첨가물,합성향료(p-Isopropylbenzyl alcohol),"I110, Cuminol; Cumin alcohol; p-Cymen-7-ol; Cumic alcohol; Cuminic alcohol; Cuminol; Cuminyl alcohol; p-cymen-1-ol; 4-Isopropylbenzyl alcohol",p-Isopropylbenzyl alcohol,,-,,
식품첨가물(B코드),식품첨가물,합성향료(Isopropylmethoxypyrazine),"I111, 2-Ethyl (or methyl)-(3,5 or 6)-isopropylpyrazine; 2-Isopropyl-(3,5 or 6)-methoxypyrazine; 2-propyl- iso-(3,6 or 6)-methoxypyrazine; 2-Isopropyl-3-methoxypyrazine; 2-Isopropyl-5-methoxypyrazine; 2-Isopropyl-6-methoxypyrazine; 2-methoxy-3 or 6-(1-methylethyl)pyrazine; Methoxy isopropyl pyrazines mixture; 2-Isopropyl-3-methoxypyrazine; 2-Methoxy-(3,5 or 6)-isopropylpyrazine",Isopropylmethoxypyrazine,,-,,
식품첨가물(B코드),식품첨가물,"합성향료(2-Isopropyl-N,2,3-trimethyl butyram)","I112, 2-Isopropyl-N,2,3-trimethylbutanamide; N,2,3-Trimethyl-2-(1-methylethyl)butanamide; 2-Isopropyl-N,2,3-trimethylbutyramide; N,2,3-trimethyl-2-isopropylbutanamide","2-Isopropyl-N,2,3-trimethyl butyram",,-,,
식품첨가물(B코드),식품첨가물,합성향료(2-Isopropylphenol),"I113, o-Cumenol; 1-Hydroxy-2-isopropylbenzene; o-Isopropylphenol; Phenol, 1-(1-methylethyl)-; Phenol, 2-(1-methylethyl)-; 1-Hydroxy-1-isopropylbenzene",2-Isopropylphenol,,-,,
식품첨가물(B코드),식품첨가물,합성향료(3-(p-Isopropylphenyl)propionaldehyde),"I114, p-Propyl iso hydrocinnaldehyde; 3-(4-Isopropylphenyl)propionaldehyde; Cuminyl acetaldehyde; p-cymyl propanal; p-Isopropylhydrocinnamaldehyde; 3-(p-Isopropylphenyl)-propionic aldehyde; 3-(p-Cumenyl)propionaldehyde, p-Cumminylpropanal; 3-(p-Cumenyl)propionaldehyde",3-(p-Isopropylphenyl)propionaldehyde,,-,,
식품첨가물(B코드),식품첨가물,합성향료(2-Isopropylpyrazine),"I115, Pyrazine, (1-methylethyl)-isopropyl-Pyrazine; Isopropylpyrazine; Isopropyl-1,4-diazine",2-Isopropylpyrazine,,-,,
식품첨가물(B코드),식품첨가물,합성향료(Isopulegol),"I116, Pulegol (iso); p-8(9)-Menthen-3-ol; p-Menth-8-en-3-ol; 1-Methyl-4-isopropenyl- cyclohexan-3-ol; p-Menth-8(9)-en-3-ol; l-Isopulegol",Isopulegol,,-,,
식품첨가물(B코드),식품첨가물,합성향료(Isopulegone),"I117, δ-8(9)-p-Menthen-3-one; 1-Isopropyl-4-methyl- 2-cyclohexanone; 1-Propyl-iso-4-methyl-2-cyclohexanone; p-Menth-8-en-3-one; 1-Methyl-4-isopropenylcyclo-hexan-3-one; 1-Methyl-4-isopropenyl-3-cyclohexanone; trans-p-Menth-8-en-3-one",Isopulegone,,-,,
식품첨가물(B코드),식품첨가물,합성향료(Isopulegyl acetate),"I118, Pulegol-iso-acetate; 1-Methyl-4-isopropenylcyclohexan-3-yl acetate; p-menth-8-en-3-yl acetate; Isopulegol acetate; Acetylated citronellal; Pulegol acetate; 5-Methyl-2-isopropenylcyclohexyl acetate",Isopulegyl acetate,,-,,
식품첨가물(B코드),식품첨가물,"합성향료(Isoquercitrin, enzymatically modified)","I119, α-Glycosyl-isoquercitrin; Isoquercetin","Isoquercitrin, enzymatically modified",,-,,
식품첨가물(B코드),식품첨가물,합성향료(Isoquinoline),"I120, Quinoline(iso); 3,4-benzopyridine; 2-Azanaphthalene; 2-Benzazine; Benzo(o)pyridine; BenzoPyrine",Isoquinoline,,-,,
식품첨가물(B코드),식품첨가물,합성향료(Isovaleric acid),"I121, Active valeric acid; Valeric iso acid; 3-Methylbutyric acid; 3-Methylbutanoic acid; Delphinic acid; Isobutyl formic acid; Isopropyl lacetic acid; β-Methyl butyric acid; valerianic acid; Isopentanoic acid",Isovaleric acid,,-,,
식품첨가물(B코드),식품첨가물,합성향료(Isobutyl 2-methylprop-2-enoate),"I122, Methacrylic acid, isobutyl ester; Isobutyl α-methylacrylate; Isobutyl methacrylate; Isobutyl 2-methyl-2- propenoate; 2-Methylpropyl methacrylate; Isobutyl α-methacrylate; 2-Propenoic acid, 2-methyl-, 2-methylpropyl ester",Isobutyl 2-methylprop-2-enoate,,-,,
식품첨가물(B코드),식품첨가물,합성향료(4-Isopropylphenol),"I123, Phenol, p-isopropyl-; p-Cumenol; p-Isopropylphenol; Australol; 4-(1-Methylethyl)phenol; 1-Hydroxy-4-isopropylbenzene; p-Cuminol ;Phenol, 4-(1-methylethyl)-",4-Isopropylphenol,,-,,
식품첨가물(B코드),식품첨가물,합성향료(Isopentyl heptanoate),"I124, Heptanoic acid, 3-methylbutyl ester; ; 3-methylbutyl heptanoate;iso-Amyl n-heptanoate",Isopentyl heptanoate,,-,,
식품첨가물(B코드),식품첨가물,합성향료(Isobutyl hexadecanoate),"I125, Hexadecanoic acid, 2-methylpropyl ester",Isobutyl hexadecanoate,,-,,
식품첨가물(B코드),식품첨가물,합성향료(Isopropyl hexadecanoate),"I126, Hexadecanoic acid, 1-methylethyl ester; Palmitic acid, isopropyl ester; Hexadecanoic acid, isopropyl ester; Isopropyl n-hexadecanoate; Isopropyl ester of hexadecanoic acid; 1-Methylethyl ester1-methylethyl hexandecanoate; Hexadecanoic acidisopropyl n-hexadecanoate; 1-methylethyl hexadecanoate; 2-propyl hexadecanoate;Isopropyl palmitate",Isopropyl hexadecanoate,,-,,
