식품코드,식품명,데이터구분코드,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,대표식품명,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),폐기율(%),출처코드,출처명,원산지국코드,수입여부,데이터생성방법명,원산지국명,원산지역명,데이터생성방법코드,데이터생성일자,생산·채취·포획월,데이터기준일자,제공기관코드,제공기관명
R112-841035101-1201,우뭇가사리류_우뭇가사리_줄기_생것_부산_6월,R,원재료성 식품,1,식물성,12,해조류,12841,우뭇가사리류,1284103,우뭇가사리,128410351,줄기,01,생것,100g,52,70.3,4.20,0.20,3.80,21.50,18.50,3.0,183,3.90,47,,,,0,,0.040,0.430,1.100,15.00,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,부산,1,2009-11-30,06,2025-01-13,1192266,해양수산부 국립수산과학원
R112-841035168-0000,우뭇가사리류_우뭇가사리_줄기_우무(우뭇가사리를 끓여 굳힌것)_대표_평균,R,원재료성 식품,1,식물성,12,해조류,12841,우뭇가사리류,1284103,우뭇가사리,128410351,줄기,68,우무(우뭇가사리를 끓여 굳힌것),100g,2,99.0,0.10,0.00,0.10,0.80,0.80,0.0,10,0.30,3,,,,0,,0.000,0.000,0.000,0.00,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,2009-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R112-841035169-0000,우뭇가사리류_우뭇가사리_줄기_한천(우무를 말린것)_대표_평균,R,원재료성 식품,1,식물성,12,해조류,12841,우뭇가사리류,1284103,우뭇가사리,128410351,줄기,69,한천(우무를 말린것),100g,154,20.1,2.30,0.10,2.90,74.60,74.60,0.0,523,7.80,16,,,,0,,0.000,0.000,0.000,0.00,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,2009-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R211-205014001-1202,웅어_육_생것_부산_7월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11205,웅어,1120501,웅어,112050140,육,01,생것,100g,169,72.1,15.90,10.80,1.20,0.00,0.00,0.0,84,1.10,203,,,,24,,0.040,0.100,3.700,1.00,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,부산,1,2009-11-30,07,2025-01-13,1192266,해양수산부 국립수산과학원
R211-207014150-0000,은어_내장_구운것_대표_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11207,은어,1120701,은어,112070141,내장,50,구운것,100g,179,58.6,23.00,10.10,7.90,0.40,,0.0,140,63.00,470,520,170,2000,2000,,0.280,1.000,8.600,5.00,4.00,,3.26,,0,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,2020-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R211-207014101-0000,은어_내장_생것_대표_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11207,은어,1120701,은어,112070141,내장,01,생것,100g,200,68.6,9.50,17.50,4.10,0.30,,0.0,43,24.00,180,210,90,1700,1700,,0.120,0.550,3.800,5.00,5.00,,5.90,,0,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,2020-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R211-207014171-0000,은어_내장_젓갈_대표_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11207,은어,1120701,은어,112070141,내장,71,젓갈,100g,139,57.3,11.40,8.50,22.00,0.80,,,152,26.00,144,190,6900,57,57,,0.150,0.250,10.000,0.00,,,,,0,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,1982-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R211-207017550-0000,"은어_양식,내장_구운것_대표_평균",R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11207,은어,1120701,은어,112070175,"양식,내장",50,구운것,100g,555,31.5,15.20,52.30,0.60,0.40,,0.0,130,19.00,190,270,100,6000,6000,,0.340,0.680,4.100,1.00,8.60,,16.39,,0,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,2020-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R211-207017501-0000,"은어_양식,내장_생것_대표_평균",R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11207,은어,1120701,은어,112070175,"양식,내장",01,생것,100g,538,36.6,7.40,55.00,0.70,0.30,,0.0,55,8.00,120,160,75,4400,4400,,0.160,0.440,2.600,2.00,8.00,,17.44,,0,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,2020-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R211-207017450-0000,"은어_양식,육_구운것_대표_평균",R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11207,은어,1120701,은어,112070174,"양식,육",50,구운것,100g,224,59.3,22.60,15.10,2.20,0.80,,0.0,450,2.00,430,430,79,480,480,0,0.200,0.180,4.000,2.00,17.00,,3.43,,55,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,2020-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R211-207017401-0000,"은어_양식,육_생것_대표_평균",R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11207,은어,1120701,은어,112070174,"양식,육",01,생것,100g,153,72.0,17.80,7.90,1.70,0.60,,0.0,250,0.80,320,360,55,55,55,0,0.150,0.140,3.500,2.00,8.00,,2.44,,50,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,2020-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R211-207014050-0000,은어_육_구운것_대표_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11207,은어,1120701,은어,112070140,육,50,구운것,100g,165,64.0,26.60,6.80,2.50,0.10,,0.0,480,5.50,460,510,110,120,120,0,0.230,0.240,3.900,2.00,1.50,,0.98,,55,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,2020-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R211-207014001-1091,은어_육_생것_대구_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11207,은어,1120701,은어,112070140,육,01,생것,100g,114,77.0,16.70,4.50,1.60,0.20,0.20,0.0,31,1.30,276,,,27,27,,0.120,0.150,3.100,2.00,,,3.81,,44,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대구,1,2009-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R211-209014005-0000,임연수어_육_반정도 말린것_대표_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11209,임연수어,1120901,임연수어,112090140,육,05,반정도 말린것,100g,179,67.0,20.60,9.40,3.00,0.10,,0.0,170,0.50,330,390,690,30,30,0,0.100,0.240,3.500,4.00,4.60,,1.99,,35,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,2020-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R211-209014001-0000,임연수어_육_생것_대표_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11209,임연수어,1120901,임연수어,112090140,육,01,생것,100g,161,72.9,17.56,9.23,1.31,0.00,,,6,0.37,212,320,75,9,9,0,0.078,0.167,2.286,,,10.92,1.54,0.01,57,2,국립수산과학원(표준수산물성분표),643,Y,분석,러시아,대표,1,2023-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R211-209014001-0757,임연수어_육_생것_여수_4월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11209,임연수어,1120901,임연수어,112090140,육,01,생것,100g,128,75.1,18.15,5.22,1.06,0.47,,,,,,,,,,,,,,,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,여수,1,2020-11-30,04,2025-01-13,1192266,해양수산부 국립수산과학원
R211-209014001-1377,임연수어_육_생것_포항_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11209,임연수어,1120901,임연수어,112090140,육,01,생것,100g,152,71.5,19.60,7.10,1.30,0.50,0.50,0.0,13,7.93,231,,,,23,,0.120,0.100,3.700,0.00,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,포항,1,2009-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R211-209014021-0000,임연수어_육_소금에 절여 저장한것_대표_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11209,임연수어,1120901,임연수어,112090140,육,21,소금에 절여 저장한것,100g,220,67.8,17.60,13.10,1.30,0.20,,0.0,37,1.00,125,266,151,35,35,0,0.130,0.130,2.100,1.00,,,,,40,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,1996-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R211-211014101-0000,잉어_내장_생것_대표_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11211,잉어,1121101,잉어,112110141,내장,01,생것,100g,286,62.6,9.00,25.90,1.20,1.30,,0.0,9,3.10,130,240,95,500,500,,0.070,0.540,5.300,2.00,9.00,,5.22,,0,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,2020-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R211-211014050-0649,잉어_육_구운것_진안_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11211,잉어,1121101,잉어,112110140,육,50,구운것,100g,128,69.6,27.56,1.24,1.94,0.00,,,,,,,,,,,,,,,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,진안,1,2021-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R211-211014046-0000,잉어_육_삶은것_대표_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11211,잉어,1121101,잉어,112110140,육,46,삶은것,100g,211,66.3,19.20,13.40,0.90,0.20,,0.0,13,0.60,180,330,47,3,3,0,0.370,0.170,3.100,1.00,12.00,,2.65,,15,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,2020-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R211-211014001-0646,잉어_육_생것_대전_10월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11211,잉어,1121101,잉어,112110140,육,01,생것,100g,113,76.9,17.50,4.00,1.30,0.30,0.30,0.0,50,1.40,225,,,,11,,0.350,0.120,3.300,1.00,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대전,1,2009-11-30,10,2025-01-13,1192266,해양수산부 국립수산과학원
R211-211014001-0649,잉어_육_생것_진안_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11211,잉어,1121101,잉어,112110140,육,01,생것,100g,85,80.3,18.02,0.77,0.56,0.34,,,22,0.92,260,401,70,4,,,0.000,0.047,4.644,,,55.60,0.15,,94,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,진안,1,2021-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R211-211014049-0649,잉어_육_찐것_진안_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11211,잉어,1121101,잉어,112110140,육,49,찐것,100g,110,74.1,22.56,1.19,1.36,0.77,,,42,0.72,233,198,44,4,,,0.252,0.060,3.392,,,51.94,0.21,,0,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,진안,1,2021-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R211-105094002-5928,자멸_육_말린것_수입_6월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11105,멸치,1110509,자멸,111050940,육,02,말린것,100g,285,30.4,46.50,9.20,13.30,0.60,,,1272,6.20,0,,,,,,,,2.000,,,,,,,2,국립수산과학원(표준수산물성분표),840,Y,분석,미국,대표,1,2018-11-30,06,2025-01-13,1192266,해양수산부 국립수산과학원
R211-215054001-1201,장갱이_육_생것_부산_6월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11215,장갱이,1121505,장갱이,112150540,육,01,생것,100g,90,78.6,19.10,1.00,1.30,0.00,0.00,0.0,31,1.20,174,,,,9,,0.150,0.100,4.400,1.00,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,부산,1,2009-11-30,06,2025-01-13,1192266,해양수산부 국립수산과학원
R211-217014001-0000,장어류_갈창갯장어_육_생것_대표_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11217,장어류,1121701,갈창갯장어,112170140,육,01,생것,100g,125,75.0,19.11,4.58,0.96,0.32,,,,,,,,,,,,,,,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,2019-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R211-217034001-0006,장어류_갯장어_육_생것_대표_6월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11217,장어류,1121703,갯장어,112170340,육,01,생것,100g,149,73.4,17.94,7.74,1.09,0.00,,,25,0.28,168,291,265,62,,,0.000,0.040,18.181,,,73.66,1.90,,55,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,2021-11-30,06,2025-01-13,1192266,해양수산부 국립수산과학원
R211-217034001-0763,장어류_갯장어_육_생것_여수_10월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11217,장어류,1121703,갯장어,112170340,육,01,생것,100g,161,72.5,18.76,8.72,1.58,0.00,,,,,,,,,,,,,,,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,여수,1,2018-11-30,10,2025-01-13,1192266,해양수산부 국립수산과학원
R211-217034001-0760,장어류_갯장어_육_생것_여수_7월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11217,장어류,1121703,갯장어,112170340,육,01,생것,100g,142,73.6,18.99,6.58,1.38,0.00,,,,,,,,,,,,,,,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,여수,1,2018-11-30,07,2025-01-13,1192266,해양수산부 국립수산과학원
R211-217034001-0762,장어류_갯장어_육_생것_여수_9월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11217,장어류,1121703,갯장어,112170340,육,01,생것,100g,148,72.6,19.81,6.80,1.48,0.00,,,,,,,,,,,,,,,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,여수,1,2018-11-30,09,2025-01-13,1192266,해양수산부 국립수산과학원
R211-217034001-0909,장어류_갯장어_육_생것_진주_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11217,장어류,1121703,갯장어,112170340,육,01,생것,100g,170,70.5,17.90,9.90,1.30,0.40,0.40,0.0,81,2.13,214,,,,540,,0.010,0.110,2.900,0.00,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,진주,1,2009-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R211-217034001-0906,장어류_갯장어_육_생것_통영_10월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11217,장어류,1121703,갯장어,112170340,육,01,생것,100g,137,74.0,18.11,6.18,1.04,0.68,,,,,,,,,,,,,,,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,통영,1,2018-11-30,10,2025-01-13,1192266,해양수산부 국립수산과학원
R211-217034001-0904,장어류_갯장어_육_생것_통영_8월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11217,장어류,1121703,갯장어,112170340,육,01,생것,100g,134,73.9,18.49,5.67,1.35,0.64,,,,,,,,,,,,,,,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,통영,1,2018-11-30,08,2025-01-13,1192266,해양수산부 국립수산과학원
R211-217034001-0905,장어류_갯장어_육_생것_통영_9월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11217,장어류,1121703,갯장어,112170340,육,01,생것,100g,120,75.5,19.19,4.11,1.23,0.00,,,,,,,,,,,,,,,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,통영,1,2018-11-30,09,2025-01-13,1192266,해양수산부 국립수산과학원
R211-217054001-0649,장어류_무태뱀장어_육_생것_진안_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11217,장어류,1121705,무태뱀장어,112170540,육,01,생것,100g,181,69.8,17.53,11.06,1.02,0.64,,,13,0.42,217,313,72,1685,,,0.991,0.056,1.397,,,95.47,2.64,,71,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,진안,1,2021-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R211-217074201-0000,장어류_뱀장어_간_생것_대표_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11217,장어류,1121707,뱀장어,112170742,간,01,생것,100g,219,51.5,12.20,6.30,7.70,22.30,,,27,2.70,777,,,6000,6000,,0.500,0.600,4.000,10.00,,,,,90,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,2009-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R211-217074050-0000,장어류_뱀장어_육_구운것_대표_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11217,장어류,1121707,뱀장어,112170740,육,50,구운것,100g,262,59.3,23.65,14.95,1.80,0.00,,0.0,26,0.64,277,349,65,1137,1137,,0.183,0.051,4.487,1.80,,,3.02,,0,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,2018-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R211-217074001-0011,장어류_뱀장어_육_생것_대표_11월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11217,장어류,1121707,뱀장어,112170740,육,01,생것,100g,106,64.8,16.19,18.72,1.59,0.00,,,,,,,,,,,,,,,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,2014-11-30,11,2025-01-13,1192266,해양수산부 국립수산과학원
R211-217074001-0004,장어류_뱀장어_육_생것_대표_4월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11217,장어류,1121707,뱀장어,112170740,육,01,생것,100g,256,61.9,17.10,19.15,0.89,1.00,,,,,,,,,,,,,,,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,2014-11-30,04,2025-01-13,1192266,해양수산부 국립수산과학원
R211-217074001-0008,장어류_뱀장어_육_생것_대표_8월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11217,장어류,1121707,뱀장어,112170740,육,01,생것,100g,233,63.3,18.46,15.73,0.66,1.81,,,,,,,,,,,,,,,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,2014-11-30,08,2025-01-13,1192266,해양수산부 국립수산과학원
R211-217074001-1208,장어류_뱀장어_육_생것_부산_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11217,장어류,1121707,뱀장어,112170740,육,01,생것,100g,223,67.1,14.40,17.10,1.10,0.30,0.30,0.0,157,1.60,193,,,,1050,,0.660,0.480,4.500,1.00,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,부산,1,2009-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
