식품코드,식품명,데이터구분코드,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,대표식품명,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),폐기율(%),수입여부
R211-471034001-1221,고둥류_갈색띠매물고둥_육_생것_포항_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11471,고둥류,1147103,갈색띠매물고둥,114710340,육,1,생것,100g,98,76.1,16.9,0.48,1.23,5.3,,,,,,,,,,,,,,,,,,,,N
R211-471034049-1211,고둥류_갈색띠매물고둥_육_찐것_포항_3월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11471,고둥류,1147103,갈색띠매물고둥,114710340,육,49,찐것,100g,119,71.4,23.67,0.81,1.39,2.74,,,53.0,1.04,173.0,115.0,245.0,27.0,0.0,319.0,0.0,0.064,0.0,,,111.63,0.12,0.0,0.0,N
R211-471033901-1221,고둥류_갈색띠매물고둥_전체_생것_포항_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11471,고둥류,1147103,갈색띠매물고둥,114710339,전체,1,생것,100g,146,69.9,20.06,4.89,1.33,3.8,,,48.0,2.99,160.0,137.0,270.0,42.0,,,0.0,0.209,0.0,,,132.13,0.29,,62.0,N
R211-471054001-1377,고둥류_관절매물고둥(보라골뱅이)_육_생것_포항_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11471,고둥류,1147105,관절매물고둥(보라골뱅이),114710540,육,1,생것,100g,104,74.2,17.7,1.1,2.5,4.5,4.5,0.0,94.0,2.3,117.0,,,,0.0,,0.15,0.24,2.4,1.0,,,,,,N
R211-471074101-0886,고둥류_긴고둥(긴뿔고둥)_내장_생것_삼천포_3월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11471,고둥류,1147107,긴고둥(긴뿔고둥),114710741,내장,1,생것,100g,191,62.5,21.21,7.7,1.54,7.05,,,,,,,,,,,,,,,,,,,,N
R211-471074001-1202,고둥류_긴고둥(긴뿔고둥)_육_생것_부산_7월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11471,고둥류,1147107,긴고둥(긴뿔고둥),114710740,육,1,생것,100g,118,73.6,17.2,2.7,1.7,4.8,4.8,0.0,122.0,7.2,177.0,,,,0.0,,0.06,0.1,3.1,2.0,,,,,,N
R211-471074001-0886,고둥류_긴고둥(긴뿔고둥)_육_생것_삼천포_3월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11471,고둥류,1147107,긴고둥(긴뿔고둥),114710740,육,1,생것,100g,115,71.5,18.7,0.46,1.61,7.72,,,90.0,2.0,141.0,302.0,230.0,36.0,,,25.984,0.076,31.16,,,34.28,0.06,,,N
R211-471094001-1199,고둥류_나팔고둥_육_생것_부산_4월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11471,고둥류,1147109,나팔고둥,114710940,육,1,생것,100g,111,73.8,15.9,3.0,3.4,3.9,3.9,0.0,,,,,,0.0,0.0,,0.05,0.2,2.9,2.0,,,,,70.0,N
R211-471134001-1200,고둥류_두드럭고둥_육_생것_부산_5월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11471,고둥류,1147113,두드럭고둥,114711340,육,1,생것,100g,89,77.0,14.17,0.7,2.6,5.53,5.53,0.0,68.0,2.1,150.0,,,,,,,,,,,,,,,N
R211-471194001-0759,고둥류_매끈이고둥_육_생것_여수_6월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11471,고둥류,1147119,매끈이고둥,114711940,육,1,생것,100g,108,72.6,22.5,0.4,2.2,2.28,2.28,0.0,97.0,2.52,145.0,,,,0.0,,0.04,0.23,1.8,3.0,,,,,,N
R211-471194001-1211,고둥류_매끈이고둥_육_생것_포항_3월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11471,고둥류,1147119,매끈이고둥,114711940,육,1,생것,100g,164,65.1,24.31,4.69,1.58,4.29,,,,,,,,,,,,,,,,,,,,N
R211-471174101-1221,고둥류_명주매물고둥_내장_생것_포항_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11471,고둥류,1147117,명주매물고둥,114711741,내장,1,생것,100g,200,65.2,18.5,11.18,0.98,4.1,,,,,,,,,,,,,,,,,,,,N
R211-471174050-1221,고둥류_명주매물고둥_육_구운것_포항_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11471,고둥류,1147117,명주매물고둥,114711740,육,50,구운것,100g,132,67.2,22.65,0.64,2.09,7.42,,,,,,,,,,,,,,,,,,,,N
R211-471174001-1221,고둥류_명주매물고둥_육_생것_포항_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11471,고둥류,1147117,명주매물고둥,114711740,육,1,생것,100g,100,75.4,16.02,0.64,1.45,6.44,,,,,,,,,,,,,,,,,,,,N
R211-471174049-1221,고둥류_명주매물고둥_육_찐것_포항_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11471,고둥류,1147117,명주매물고둥,114711740,육,49,찐것,100g,124,69.6,21.5,0.63,1.66,6.65,,,65.0,0.69,190.0,131.0,267.0,27.0,,,0.0,0.066,0.0,,,135.08,0.08,,0.0,N
R211-471173901-1221,고둥류_명주매물고둥_전체_생것_포항_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11471,고둥류,1147117,명주매물고둥,114711739,전체,1,생것,100g,146,71.2,17.78,5.9,1.38,3.73,,,47.0,4.62,171.0,129.0,250.0,56.0,,,0.0,0.063,0.0,,,97.28,0.55,,46.0,N
R211-471214001-1370,고둥류_물레고둥_육_생것_포항_6월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11471,고둥류,1147121,물레고둥,114712140,육,1,생것,100g,88,76.0,17.11,0.3,3.4,3.19,3.19,0.0,587.0,2.11,197.0,,,,0.0,,0.05,0.12,2.2,2.0,,,,,,N
R211-471234001-1202,고둥류_민허리돼지고둥_육_생것_부산_7월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11471,고둥류,1147123,민허리돼지고둥,114712340,육,1,생것,100g,105,75.7,16.5,2.4,2.2,3.2,3.2,0.0,193.0,7.2,148.0,,,,25.0,,0.07,0.26,3.7,2.0,,,,,,N
R211-471253901-0899,고둥류_바다방석고둥_전체_생것_통영_3월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11471,고둥류,1147125,바다방석고둥,114712539,전체,1,생것,100g,100,74.5,15.95,1.64,3.72,4.16,,,,,,,,,,,,,,,,,,,,N
R211-471274001-0457,고둥류_반석고둥_육_생것_완도_3월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11471,고둥류,1147127,반석고둥,114712740,육,1,생것,100g,102,76.6,16.39,2.12,1.74,3.11,,,131.0,23.4,169.0,123.0,324.0,50.0,,,0.965,0.35,22.329,,,60.55,0.25,,0.0,N
R211-471294046-0000,고둥류_보말고둥_육_삶은것_대표_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11471,고둥류,1147129,보말고둥,114712940,육,46,삶은것,100g,118,74.5,18.4,0.7,1.1,5.3,,,90.0,1.4,105.0,250.0,446.0,0.0,0.0,0.0,0.01,0.11,1.6,0.0,,,,,0.0,N
R211-471294001-1201,고둥류_보말고둥_육_생것_부산_6월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11471,고둥류,1147129,보말고둥,114712940,육,1,생것,100g,93,78.2,14.6,2.2,2.4,2.6,2.6,0.0,240.0,12.9,165.0,,,,0.0,,0.04,0.2,2.8,2.0,,,,,,N
R211-471294001-1211,고둥류_보말고둥_육_생것_포항_3월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11471,고둥류,1147129,보말고둥,114712940,육,1,생것,100g,96,74.9,17.0,1.46,4.11,2.5,,,,,,,,,,,,,,,,,,,,N
R211-471314001-1200,고둥류_비단고둥_육_생것_부산_5월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11471,고둥류,1147131,비단고둥,114713140,육,1,생것,100g,95,75.3,17.0,1.2,3.7,2.8,2.8,0.0,70.0,25.4,161.0,,,,0.0,,0.03,0.15,2.3,2.0,,,,,,N
R211-471334001-1370,고둥류_세고리물레고둥_육_생것_포항_6월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11471,고둥류,1147133,세고리물레고둥,114713340,육,1,생것,100g,74,79.2,14.98,0.1,3.3,2.42,2.42,0.0,163.0,1.64,170.0,,,,,,,,,,,,,,,N
R211-471374001-1199,고둥류_위고둥_육_생것_부산_4월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11471,고둥류,1147137,위고둥,114713740,육,1,생것,100g,66,83.7,11.2,1.5,2.5,1.1,1.1,0.0,144.0,3.7,161.0,,,,0.0,,0.01,0.09,2.0,2.0,,,,,,N
R211-471353901-0899,고둥류_입뿔고둥_전체_생것_통영_3월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11471,고둥류,1147135,입뿔고둥,114713539,전체,1,생것,100g,132,70.0,20.44,3.02,2.35,4.17,,,,,,,,,,,,,,,,,,,,N
R211-471394001-1200,고둥류_조각매물고둥_육_생것_부산_5월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11471,고둥류,1147139,조각매물고둥,114713940,육,1,생것,100g,127,72.5,17.7,3.6,1.8,4.4,4.4,0.0,87.0,1.8,145.0,,,,0.0,,0.02,0.1,2.5,2.0,,,,,,N
R211-471414046-0886,고둥류_쪽고둥_육_삶은것_삼천포_3월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11471,고둥류,1147141,쪽고둥,114714140,육,46,삶은것,100g,90,77.6,12.84,1.15,2.46,5.97,,,,,,,,,,,,,,,,,,,,N
R211-471414001-0886,고둥류_쪽고둥_육_생것_삼천포_3월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11471,고둥류,1147141,쪽고둥,114714140,육,1,생것,100g,99,74.2,14.76,0.97,3.42,6.65,,,,,,,,,,,,,,,,,,,,N
R211-471434046-0886,고둥류_참고둥_육_삶은것_삼천포_3월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11471,고둥류,1147143,참고둥,114714340,육,46,삶은것,100g,110,74.4,18.1,2.06,1.97,3.48,,,,,,,,,,,,,,,,,,,,N
R211-471434001-0886,고둥류_참고둥_육_생것_삼천포_3월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11471,고둥류,1147143,참고둥,114714340,육,1,생것,100g,107,75.0,17.4,2.11,2.09,3.41,,,,,,,,,,,,,,,,,,,,N
R211-471454001-1201,고둥류_콩깍지고둥(털골뱅이)_육_생것_부산_6월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11471,고둥류,1147145,콩깍지고둥(털골뱅이),114714540,육,1,생것,100g,100,74.5,19.7,0.5,2.3,3.0,3.0,0.0,77.0,2.3,140.0,,,,0.0,,0.03,0.13,1.9,2.0,,,,,,N
R211-471474001-1200,고둥류_털탑고둥_육_생것_부산_5월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11471,고둥류,1147147,털탑고둥,114714740,육,1,생것,100g,145,67.0,20.7,3.7,3.1,5.5,5.5,0.0,128.0,3.5,115.0,,,,5.0,,0.02,0.11,3.0,2.0,,,,,,N
R211-471494101-0766,고둥류_피뿔고둥_내장_생것_여수_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11471,고둥류,1147149,피뿔고둥,114714941,내장,1,생것,100g,130,71.2,17.04,3.51,2.13,6.14,,,,,,,,,,,,,,,,,,,,N
R211-471494050-0766,고둥류_피뿔고둥_육_구운것_여수_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11471,고둥류,1147149,피뿔고둥,114714940,육,50,구운것,100g,138,64.5,15.88,0.14,2.62,16.87,,,,,,,,,,,,,,,,,,,,N
R211-471494001-1200,고둥류_피뿔고둥_육_생것_부산_5월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11471,고둥류,1147149,피뿔고둥,114714940,육,1,생것,100g,110,71.7,17.93,0.2,2.2,7.97,7.97,0.0,77.0,3.34,147.0,,,,3.0,,0.04,0.25,2.8,4.0,,,,,,N
R211-471494001-0766,고둥류_피뿔고둥_육_생것_여수_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11471,고둥류,1147149,피뿔고둥,114714940,육,1,생것,100g,102,74.3,16.28,0.24,1.6,7.59,,,,,,,,,,,,,,,,,,,,N
R211-471494049-0766,고둥류_피뿔고둥_육_찐것_여수_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11471,고둥류,1147149,피뿔고둥,114714940,육,49,찐것,100g,127,68.0,17.08,0.46,2.09,12.39,,,,,,,,,,,,,,,,,,,,N
R211-471493901-0766,고둥류_피뿔고둥_전체_생것_여수_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11471,고둥류,1147149,피뿔고둥,114714939,전체,1,생것,100g,111,73.3,17.23,1.24,1.7,6.58,,,129.0,4.48,204.0,161.0,256.0,29.0,,,0.0,0.347,0.0,,,96.96,0.16,,62.0,N
R211-021014050-7014,고등어류_고등어_육_구운것_수입(영국)_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11021,고등어류,1102101,고등어,110210140,육,50,구운것,100g,278,52.7,19.9,22.0,,,,0.0,16.0,1.25,231.0,342.0,160.0,,60.0,0.0,0.14,0.36,15.2,0.0,8.3,73.5,5.0,0.02,,Y
R211-021014050-7300,고등어류_고등어_육_구운것_수입(일본)_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11021,고등어류,1102101,고등어,110210140,육,50,구운것,100g,293,54.1,25.2,22.4,1.3,0.4,,0.0,10.0,1.6,280.0,370.0,120.0,34.0,34.0,0.0,0.3,0.37,13.0,0.0,4.9,,5.87,,0.0,Y
R211-021014005-7300,고등어류_고등어_육_반정도 말린것_수입_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11021,고등어류,1102101,고등어,110210140,육,5,반정도 말린것,100g,336,50.1,18.7,28.5,2.5,0.2,,0.0,25.0,2.0,200.0,300.0,680.0,9.0,9.0,0.0,0.13,0.59,8.5,0.0,12.0,,6.57,,25.0,Y
R211-021014046-7300,고등어류_고등어_육_삶은것_수입_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11021,고등어류,1102101,고등어,110210140,육,46,삶은것,100g,281,57.4,22.6,22.6,1.0,0.3,,0.0,7.0,1.3,210.0,280.0,94.0,31.0,31.0,0.0,0.25,0.3,11.0,0.0,4.3,,6.12,,0.0,Y
R211-021014001-0010,고등어류_고등어_육_생것_대표_10월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11021,고등어류,1102101,고등어,110210140,육,1,생것,100g,140,71.6,21.9,4.9,1.22,0.38,,,5.0,0.85,289.0,249.0,62.0,8.0,,,0.0,0.14,40.489,,,42.63,1.21,,60.0,N
R211-021014001-0006,고등어류_고등어_육_생것_대표_6월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11021,고등어류,1102101,고등어,110210140,육,1,생것,100g,159,69.6,23.57,6.36,1.25,0.0,,,,,,,,,,,,,,,,,,,,N
R211-021014001-0008,고등어류_고등어_육_생것_대표_8월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11021,고등어류,1102101,고등어,110210140,육,1,생것,100g,121,73.8,23.06,2.47,0.83,0.0,,,,,,,,,,,,,,,,,,,,N
R211-021014001-1198,고등어류_고등어_육_생것_부산_3월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11021,고등어류,1102101,고등어,110210140,육,1,생것,100g,139,72.7,20.3,5.7,1.3,0.0,0.0,0.0,21.0,1.6,220.0,,,,12.0,,0.19,0.43,9.7,1.0,,,,,,N
R211-021014001-1200,고등어류_고등어_육_생것_부산_5월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11021,고등어류,1102101,고등어,110210140,육,1,생것,100g,146,70.3,22.0,5.5,1.9,0.3,0.3,0.0,17.0,1.66,249.0,,,,23.0,,0.15,0.47,7.6,1.0,,,,,,N
R211-021014001-1202,고등어류_고등어_육_생것_부산_7월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11021,고등어류,1102101,고등어,110210140,육,1,생것,100g,175,68.8,20.6,9.4,1.3,0.0,0.0,0.0,32.0,1.8,232.0,,,,24.0,,0.2,0.45,7.3,1.0,,,,,,N
R211-021014001-1204,고등어류_고등어_육_생것_부산_9월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11021,고등어류,1102101,고등어,110210140,육,1,생것,100g,246,62.1,18.7,17.8,1.4,0.0,0.0,0.0,27.0,1.6,230.0,,,,30.0,,0.18,0.5,8.3,1.0,,,,,,N
R211-021014001-1208,고등어류_고등어_육_생것_부산_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11021,고등어류,1102101,고등어,110210140,육,1,생것,100g,183,68.1,20.2,10.4,1.3,0.0,0.0,0.0,26.0,1.6,232.0,,,,23.0,,0.18,0.46,8.2,1.0,,,,,,N
R211-021014001-5311,고등어류_고등어_육_생것_수입_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11021,고등어류,1102101,고등어,110210140,육,1,생것,100g,242,60.5,17.0,16.03,1.69,4.79,,,6.0,0.8,192.0,238.0,221.0,29.0,29.0,0.0,0.083,0.26,9.48,,,5.34,3.7,0.01,100.0,Y
R211-021014001-0438,고등어류_고등어_육_생것_제주_10월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11021,고등어류,1102101,고등어,110210140,육,1,생것,100g,140,71.6,21.9,4.9,1.22,0.38,,,5.0,0.85,289.0,249.0,62.0,8.0,8.0,0.0,0.0,0.14,40.489,,,42.63,1.21,0.0,60.0,N
R211-021014001-0441,고등어류_고등어_육_생것_제주_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11021,고등어류,1102101,고등어,110210140,육,1,생것,100g,268,59.3,20.11,19.43,1.48,0.0,,,,,,,,,,,,,,,,,,,,N
R211-021014011-0000,고등어류_고등어_육_소금에 절여 말린것_대표_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11021,고등어류,1102101,고등어,110210140,육,11,소금에 절여 말린것,100g,171,67.0,21.3,8.3,2.8,0.6,,,30.0,2.0,0.0,,,,,,,,7.3,,,,,,,Y
R211-021014021-0000,고등어류_고등어_육_소금에 절여 저장한것_대표_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11021,고등어류,1102101,고등어,110210140,육,21,소금에 절여 저장한것,100g,172,54.2,26.9,6.2,12.6,0.1,0.1,0.0,39.0,2.9,263.0,,,,9.0,,0.12,0.32,6.8,0.0,,,,,,N
R211-021014021-1221,고등어류_고등어_육_소금에 절여 저장한것_포항_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11021,고등어류,1102101,고등어,110210140,육,21,소금에 절여 저장한것,100g,184,66.7,21.56,9.86,1.91,0.01,,,21.0,1.1,251.0,238.0,461.0,5.0,5.0,0.0,0.0,0.216,18.673,,,31.16,2.43,0.01,39.0,N
R211-021014019-0000,고등어류_고등어_육_소금에 절인것_대표_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11021,고등어류,1102101,고등어,110210140,육,19,소금에 절인것,100g,286,56.8,18.99,16.14,1.71,6.36,0.0,0.0,31.0,1.09,206.0,292.0,340.0,5.0,5.0,0.0,0.112,0.186,7.973,5.73,9.09,,4.81,0.17,,Y
R211-021014028-0000,고등어류_고등어_육_통조림_대표_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11021,고등어류,1102101,고등어,110210140,육,28,통조림,100g,114,79.8,15.6,4.46,1.8,0.0,0.0,0.0,124.0,0.71,209.0,284.0,305.0,20.0,20.0,0.0,0.147,0.167,5.554,0.0,0.0,,1.44,0.09,0.0,Y
R211-021014028-5928,고등어류_고등어_육_통조림_수입_6월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11021,고등어류,1102101,고등어,110210140,육,28,통조림,100g,207,65.9,18.3,13.7,1.8,0.3,,,94.0,1.3,0.0,,,,,,,,5.1,,,,,,,Y
R211-021014016-7014,고등어류_고등어_육_훈제_수입_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11021,고등어류,1102101,고등어,110210140,육,16,훈제,100g,301,50.9,21.1,24.1,,,,0.0,33.0,1.13,237.0,319.0,746.0,,36.0,0.0,0.15,0.37,11.5,0.0,8.2,63.0,5.04,0.02,,Y
R211-021013901-5308,고등어류_고등어_전체_생것_수입_10월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11021,고등어류,1102101,고등어,110210139,전체,1,생것,100g,293,55.0,17.0,25.0,,0.0,,0.0,15.0,0.8,194.0,43.0,367.0,15.0,15.0,0.0,0.1,0.28,8.3,0.0,5.4,80.0,5.3,0.0,,Y
R211-021013901-5303,고등어류_고등어_전체_생것_수입_5월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11021,고등어류,1102101,고등어,110210139,전체,1,생것,100g,123,74.0,18.6,5.4,,0.0,,0.0,12.0,0.9,240.0,75.0,380.0,14.0,14.0,0.0,0.11,0.36,9.4,0.0,6.0,68.0,1.2,0.0,50.0,Y
R211-021013901-6637,고등어류_고등어_전체_생것_수입_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11021,고등어류,1102101,고등어,110210139,전체,1,생것,100g,85,80.7,17.5,1.3,,0.5,,0.0,,,,,,20.0,,,0.0,0.08,6.28,0.0,,56.6,0.2,,,Y
R211-021013960-5303,고등어류_고등어_전체_조린것_수입_5월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11021,고등어류,1102101,고등어,110210139,전체,60,조린것,100g,107,79.0,16.6,4.5,,0.0,,0.0,14.0,0.9,243.0,76.0,339.0,12.0,12.0,0.0,0.1,0.3,7.8,0.0,5.0,81.0,1.4,0.0,,Y
R112-827013901-1221,모자반류_괭생이모자반_전체_생것_포항_평균,R,원재료성 식품,1,식물성,12,해조류,12827,모자반류,1282701,괭생이모자반,128270139,전체,1,생것,100g,126,7.6,19.04,1.76,31.35,40.24,,,911.0,113.32,261.0,3997.0,2999.0,272.0,,,0.0,0.705,7.153,,,232.24,0.55,,0.0,N
R112-827037301-0467,"모자반류_모자반_양식,전체_생것_완도_평균",R,원재료성 식품,1,식물성,12,해조류,12827,모자반류,1282703,모자반,128270373,"양식,전체",1,생것,100g,29,83.4,2.41,0.36,2.72,11.15,,1.5,115.0,4.45,42.0,487.0,363.0,79.0,0.0,952.0,0.0,0.168,0.0,,,39.72,0.06,0.0,0.0,N
R112-827033947-1221,모자반류_모자반_전체_데친것_포항_평균,R,원재료성 식품,1,식물성,12,해조류,12827,모자반류,1282703,모자반,128270339,전체,47,데친것,100g,17,91.7,2.01,0.46,0.8,5.07,,,,,,,,,,,,,,,,,,,,N
R112-827033902-0000,모자반류_모자반_전체_말린것_대표_평균,R,원재료성 식품,1,식물성,12,해조류,12827,모자반류,1282703,모자반,128270339,전체,2,말린것,100g,138,16.1,16.69,1.7,16.91,48.58,,,708.0,12.91,69.0,164.0,2315.0,0.0,0.0,0.0,0.699,0.567,5.461,,,61.26,0.36,0.0,0.0,N
R112-827033901-0899,모자반류_모자반_전체_생것_통영_3월,R,원재료성 식품,1,식물성,12,해조류,12827,모자반류,1282703,모자반,128270339,전체,1,생것,100g,22,87.2,3.02,0.15,2.37,7.25,,,,,,,,,,,,,,,,,,,,N
R112-827033901-1211,모자반류_모자반_전체_생것_포항_3월,R,원재료성 식품,1,식물성,12,해조류,12827,모자반류,1282703,모자반,128270339,전체,1,생것,100g,22,87.2,2.58,0.23,2.59,7.38,,,,,,,,,,,,,,,,,,,,N
R112-827035102-0000,모자반류_모자반_줄기_말린것_대표_평균,R,원재료성 식품,1,식물성,12,해조류,12827,모자반류,1282703,모자반,128270351,줄기,2,말린것,100g,143,10.2,15.2,1.7,27.2,45.7,,,935.0,67.3,233.0,,,368.0,0.0,4410.0,0.21,0.61,2.5,2.0,,,,,0.0,N
R112-827035106-0000,모자반류_모자반_줄기_분말화한것_대표_평균,R,원재료성 식품,1,식물성,12,해조류,12827,모자반류,1282703,모자반,128270351,줄기,6,분말화한것,100g,141,11.1,14.0,3.9,30.2,40.8,,,,,,,,,,,,,,,,,,,0.0,N
R112-827035101-0000,모자반류_모자반_줄기_생것_대표_평균,R,원재료성 식품,1,식물성,12,해조류,12827,모자반류,1282703,모자반,128270351,줄기,1,생것,100g,18,86.2,1.8,0.2,5.1,6.7,5.2,1.5,209.0,2.1,61.0,,,,,,,,,,,,,,,N
R112-827035121-0000,모자반류_모자반_줄기_소금에 절여 저장한것_대표_평균,R,원재료성 식품,1,식물성,12,해조류,12827,모자반류,1282703,모자반,128270351,줄기,21,소금에 절여 저장한것,100g,18,62.9,3.1,0.2,28.4,5.4,5.1,0.3,221.0,9.1,28.0,,,,0.0,,0.03,0.04,1.1,3.0,,,,,,N
R112-827053901-0899,모자반류_지충이_전체_생것_통영_3월,R,원재료성 식품,1,식물성,12,해조류,12827,모자반류,1282705,지충이,128270539,전체,1,생것,100g,30,82.5,9.17,0.25,3.72,4.4,,,,,,,,,,,,,,,,,,,,N
R112-827053901-1208,모자반류_큰잎모자반_전체_생것_기장_평균,R,원재료성 식품,1,식물성,12,해조류,12827,모자반류,1282705,큰잎모자반,128270539,전체,1,생것,100g,43,77.1,2.96,0.46,1.98,17.48,,,300.0,1.81,26.0,243.0,177.0,73.0,,,0.0,0.092,0.214,,,143.82,0.17,,0.0,N
R211-927014101-1702,목해삼_내장_생것_울릉도_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11927,해삼,1192701,목해삼,119270141,내장,1,생것,100g,39,88.4,4.0,1.7,4.47,1.44,,,,,,,,,,,,,,,,,,,,N
R211-927014301-1702,목해삼_알_생것_울릉도_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11927,해삼,1192701,목해삼,119270143,알,1,생것,100g,33,90.7,4.7,0.92,2.63,1.02,,,,,,,,,,,,,,,,,,,,N
R211-111014001-1206,몽치다래_육_생것_부산_11월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11111,몽치다래,1111101,몽치다래,111110140,육,1,생것,100g,159,66.9,24.08,5.9,2.6,0.5,0.5,0.0,6.0,1.72,183.0,,,,8.0,,0.18,0.2,7.3,0.0,,,,,,N
R211-665014101-1201,문어류_낙지_내장_생것_부산_6월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11665,문어류,1166501,낙지,116650141,내장,1,생것,100g,115,74.9,16.85,3.0,1.43,3.85,,,,,,,,,,,,,,,,,,,,N
R211-665014947-0006,문어류_낙지_다리_데친것_대표_6월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11665,문어류,1166501,낙지,116650149,다리,47,데친것,100g,89,79.3,18.09,1.01,0.79,0.82,,,18.0,0.34,168.0,99.0,243.0,6.0,6.0,0.0,0.0,0.072,32.825,,,129.58,0.15,0.0,0.0,N
