food_code,food_name,data_pid,data_pid_name,serving_size(g),calorie_kcal,carbohydrate_g,protein_g,fat_g,sugar_g,saturated_fat_g,trans_fat_g,sodium_mg,cholesterol_mg,dietary_fiber_g,vitamin_a_μg,vitamin_c_mg,vitamin_d_ug,calcium_mg,iron_mg
R211-009112801-0001,"가자미류_기름가자미(21-24cm)_수컷,육_생것_대표_1월",R,원재료성 식품,100.0,90,0.0,19.42,0.83,,,,,,,,,,,
R211-009111601-0001,"가자미류_기름가자미(21-24cm)_암컷,육_생것_대표_1월",R,원재료성 식품,100.0,92,0.61,19.2,0.93,,,,,,,,,,,
R211-009111601-0002,"가자미류_기름가자미(21-24cm)_암컷,육_생것_대표_2월",R,원재료성 식품,100.0,82,1.58,17.36,0.24,,,,,,,,,,,
R211-009132801-0010,"가자미류_기름가자미(25-29cm)_수컷,육_생것_대표_10월",R,원재료성 식품,100.0,83,0.62,17.63,0.64,,,,,,,,,,,
R211-009132801-0011,"가자미류_기름가자미(25-29cm)_수컷,육_생것_대표_11월",R,원재료성 식품,100.0,92,0.0,18.51,1.49,,,,,,,,,,,
R211-009132801-0012,"가자미류_기름가자미(25-29cm)_수컷,육_생것_대표_12월",R,원재료성 식품,100.0,95,0.16,17.38,2.19,,,,,,,,,,,
R211-009132801-0001,"가자미류_기름가자미(25-29cm)_수컷,육_생것_대표_1월",R,원재료성 식품,100.0,89,0.0,19.0,0.94,,,,,,,,,,,
R211-009132801-0002,"가자미류_기름가자미(25-29cm)_수컷,육_생것_대표_2월",R,원재료성 식품,100.0,81,1.86,16.45,0.44,,,,,,,,,,,
R211-009132801-0003,"가자미류_기름가자미(25-29cm)_수컷,육_생것_대표_3월",R,원재료성 식품,100.0,102,2.27,18.59,1.47,,,,,,,,,,,
R211-009132801-0004,"가자미류_기름가자미(25-29cm)_수컷,육_생것_대표_4월",R,원재료성 식품,100.0,87,0.48,17.99,0.99,,,,,,,,,,,
R211-009132801-0005,"가자미류_기름가자미(25-29cm)_수컷,육_생것_대표_5월",R,원재료성 식품,100.0,81,1.68,16.34,0.59,,,,,,,,,,,
R211-009132801-0006,"가자미류_기름가자미(25-29cm)_수컷,육_생것_대표_6월",R,원재료성 식품,100.0,88,0.0,19.26,0.71,,,,,,,,,,,
R211-009132801-0007,"가자미류_기름가자미(25-29cm)_수컷,육_생것_대표_7월",R,원재료성 식품,100.0,88,0.0,17.3,1.55,,,,,,,,,,,
R211-009132801-0008,"가자미류_기름가자미(25-29cm)_수컷,육_생것_대표_8월",R,원재료성 식품,100.0,82,0.44,16.6,1.05,,,,,,,,,,,
R211-009132801-0009,"가자미류_기름가자미(25-29cm)_수컷,육_생것_대표_9월",R,원재료성 식품,100.0,90,0.0,19.32,0.9,,,,,,,,,,,
R211-009131601-0010,"가자미류_기름가자미(25-29cm)_암컷,육_생것_대표_10월",R,원재료성 식품,100.0,91,0.0,18.98,1.21,,,,,,,,,,,
R211-009131601-0011,"가자미류_기름가자미(25-29cm)_암컷,육_생것_대표_11월",R,원재료성 식품,100.0,87,0.1,18.51,0.85,,,,,,,,,,,
R211-009131601-0012,"가자미류_기름가자미(25-29cm)_암컷,육_생것_대표_12월",R,원재료성 식품,100.0,86,0.13,19.46,0.4,,,,,,,,,,,
R211-235011601-1216,"청어_암컷,육_생것_포항_8월",R,원재료성 식품,100.0,198,0.44,18.21,12.65,,,,,,,,,,,
R211-235011601-1217,"청어_암컷,육_생것_포항_9월",R,원재료성 식품,100.0,176,0.64,19.45,9.67,,,,,,,,,,,
R211-235014050-0003,청어_육_구운것_대표_3월,R,원재료성 식품,100.0,248,25.91,26.54,3.14,,,,,,,,,,,
R211-235014050-0004,청어_육_구운것_대표_4월,R,원재료성 식품,100.0,331,26.72,33.44,8.47,,,,,,,,,,,
R211-235014002-0003,청어_육_말린것_대표_3월,R,원재료성 식품,100.0,375,2.38,82.26,1.94,,,,,,,,,,,
R211-235014002-0004,청어_육_말린것_대표_4월,R,원재료성 식품,100.0,400,0.64,83.44,4.81,,,,,,,,,,,
R211-235014002-0000,청어_육_말린것_대표_평균,R,원재료성 식품,100.0,464,1.0,44.5,24.0,,,,1300.0,,,12.0,0.0,,87.0,10.4
R211-235014004-0000,청어_육_삶아서 말린것_대표_평균,R,원재료성 식품,100.0,137,0.0,18.7,4.7,,,,,,,9.0,0.0,,73.0,2.1
R211-235014046-0003,청어_육_삶은것_대표_3월,R,원재료성 식품,100.0,106,11.55,9.99,1.7,,,,,,,,,,,
R211-235014046-0004,청어_육_삶은것_대표_4월,R,원재료성 식품,100.0,121,11.9,8.93,3.7,,,,,,,,,,,
R211-235014001-0008,청어_육_생것_대표_8월,R,원재료성 식품,100.0,177,0.0,17.6,10.96,,,,,,,,,,,
R211-235014001-1678,청어_육_생것_동해EEZ_2월,R,원재료성 식품,100.0,112,0.0,17.98,3.89,,,,,,,,,,,
R211-235014001-1200,청어_육_생것_부산_5월,R,원재료성 식품,100.0,213,0.4,16.3,15.1,0.4,,,,,0.0,,1.0,,35.0,0.8
R211-235014001-1221,청어_육_생것_포항_2월,R,원재료성 식품,100.0,131,0.03,19.0,5.43,,0.95,0.01,,22.57,,4.0,,,,
R211-235014021-0000,청어_육_소금에 절여 저장한것_대표_평균,R,원재료성 식품,100.0,176,0.2,17.5,9.0,,,,538.0,,,0.0,0.0,,55.0,6.0
R211-235014035-0909,청어_육_얼려서 말린것_사천_평균,R,원재료성 식품,100.0,371,1.28,35.18,23.09,,3.89,0.03,480.0,54.8,,6.0,,,14.0,2.31
R211-235014035-1227,청어_육_얼려서 말린것_영덕_6월,R,원재료성 식품,100.0,349,2.9,25.2,24.5,,,,,,,,,,64.0,1.5
R118-057000002-0000,파슬리_말린것,R,원재료성 식품,100.0,298,61.59,20.16,3.41,5.67,0.64,0.0,630.0,0.0,21.7,1007.0,447.72,0.0,1129.0,39.9
R211-011031601-0008,"갈치류_갈치(24cm이상)_암컷,육_생것_대표_8월",R,원재료성 식품,100.0,94,0.0,18.77,1.58,,,,,,,,,,,
R211-011031601-0009,"갈치류_갈치(24cm이상)_암컷,육_생것_대표_9월",R,원재료성 식품,100.0,101,0.0,19.41,2.01,,,,,,,,,,,
R211-011014172-0902,갈치류_갈치_내장_젓갈(속젓갈)_진주_6월,R,원재료성 식품,100.0,195,32.4,8.4,3.6,0.0,,,,,0.0,,,,152.0,0.5
R211-011012801-0010,"갈치류_갈치_수컷,육_생것_대표_10월",R,원재료성 식품,100.0,111,0.0,18.83,3.34,,,,,,,,,,,
R106-144000001-0000,열무_생것,R,원재료성 식품,100.0,14,1.99,2.08,0.21,0.0,0.04,0.0,48.0,0.0,1.3,225.0,7.25,0.0,156.0,1.7
R211-927054101-1201,청해삼_내장_생것_부산_6월,R,원재료성 식품,100.0,35,0.88,5.75,0.76,,0.11,,,10.2,,31.0,,,,
R211-927054001-1201,청해삼_육_생것_부산_6월,R,원재료성 식품,100.0,33,1.75,4.84,0.56,,0.12,,,3.49,,29.0,,,,
R211-927054001-1211,청해삼_육_생것_포항_3월,R,원재료성 식품,100.0,19,0.7,3.1,0.36,,,,,,,,,,,
R211-237014001-1052,초어_육_생것_창원_평균,R,원재료성 식품,100.0,89,0.2,17.1,1.7,0.2,,,,,0.0,,1.0,,66.0,1.7
R211-515013901-0766,코끼리조개_전체_생것_여수_평균,R,원재료성 식품,100.0,103,9.49,12.58,1.21,,0.21,,250.0,45.37,,65.0,,,65.0,8.03
R211-721014001-0000,크릴류_크릴_육_생것_대표_평균,R,원재료성 식품,100.0,76,0.2,12.1,2.6,0.2,,,,,0.0,,2.0,,401.0,2.0
R211-721014043-0000,크릴류_크릴_육_페이스트_대표_평균,R,원재료성 식품,100.0,130,2.0,16.5,5.5,2.0,,,,,0.0,,,,180.0,
R211-517014001-1200,큰구슬우렁이(골뱅이)_육_생것_부산_5월,R,원재료성 식품,100.0,76,0.3,17.4,0.1,0.3,,,,,0.0,,1.0,,46.0,2.6
R211-519014001-1052,큰논우렁이_육_생것_창원_평균,R,원재료성 식품,100.0,71,4.9,9.8,1.0,4.9,,,,,0.0,,1.0,,1003.0,17.1
R112-849014002-0000,클로렐라_육_말린것_대표_평균,R,원재료성 식품,100.0,97,25.7,45.3,7.2,,,,,,,,,,117.0,73.4
R211-521014701-1200,키조개_관자(패주)_생것_부산_5월,R,원재료성 식품,100.0,70,1.94,12.36,1.1,1.94,,,,,0.0,,,,32.0,6.52
R211-521014101-1201,키조개_내장_생것_부산_6월,R,원재료성 식품,100.0,79,2.18,12.03,2.06,,,,,,,,,,,
R211-521014050-0766,키조개_육_구운것_여수_평균,R,원재료성 식품,100.0,170,4.13,24.77,5.12,,,,,,,,,,,
R211-521014001-1042,키조개_육_생것_구산면_3월,R,원재료성 식품,100.0,87,13.37,4.88,1.26,,,,,,,,,,,
R211-521014001-1200,키조개_육_생것_부산_5월,R,원재료성 식품,100.0,91,2.7,18.6,0.2,2.7,,,,,0.0,,,,17.0,0.84
R211-521013901-0766,키조개_전체_생것_여수_평균,R,원재료성 식품,100.0,57,0.8,10.3,1.1,0.8,,,,,0.0,,2.0,,38.0,8.2
R112-851013902-0000,톳_전체_말린것_대표_평균,R,원재료성 식품,100.0,102,42.52,7.27,0.48,,0.28,0.0,3040.0,56.01,10.3,0.0,,,1269.0,30.44
R112-851013902-0766,톳_전체_말린것_여수_평균,R,원재료성 식품,100.0,116,42.19,12.75,0.48,,,,,,,,,,,
R112-851013902-0467,톳_전체_말린것_완도_평균,R,원재료성 식품,100.0,116,40.28,13.88,0.85,,,,,,,,,,,
R112-851013901-0896,톳_전체_생것_남해_평균,R,원재료성 식품,100.0,20,6.61,1.55,0.57,,,,,,,,,,,
R211-851013901-0009,톳_전체_생것_대표_9월,R,원재료성 식품,100.0,124,22.96,5.13,0.87,,,,,,,,,,,
R112-851013901-0766,톳_전체_생것_여수_평균,R,원재료성 식품,100.0,18,6.83,1.46,0.2,,,,,,,,,,,
R112-851013901-0467,톳_전체_생것_완도_평균,R,원재료성 식품,100.0,18,6.51,1.67,0.26,,,,,,,,,,,
R112-851013901-0899,톳_전체_생것_통영_3월,R,원재료성 식품,100.0,16,5.85,1.33,0.24,,,,,,,,,,,
R112-851015147-0000,톳_줄기_데친것_대표_평균,R,원재료성 식품,100.0,35,13.5,2.72,0.37,,,,,,,,,,,
R112-851015102-0000,톳_줄기_말린것_대표_평균,R,원재료성 식품,100.0,81,32.0,6.6,0.8,,,,,,,,,,768.0,76.2
R112-851015104-0000,톳_줄기_삶아서 말린것_대표_평균,R,원재료성 식품,100.0,135,59.7,6.2,0.8,49.4,,,,,10.3,,0.0,,1250.0,47.0
R112-851015101-0000,톳_줄기_생것_대표_평균,R,원재료성 식품,100.0,16,5.0,1.9,0.4,4.0,,,,,1.0,,4.0,,157.0,3.9
R211-239014001-1200,통구멍류_얼룩통구멍_육_생것_부산_5월,R,원재료성 식품,100.0,82,0.0,18.2,0.5,0.0,,,,,0.0,,1.0,,70.0,0.7
R211-239034001-1200,통구멍류_푸렁통구멍_육_생것_부산_5월,R,원재료성 식품,100.0,76,0.2,17.4,0.2,0.2,,,,,0.0,,1.0,,19.0,0.4
R211-241014001-1201,통치_육_생것_부산_6월,R,원재료성 식품,100.0,138,0.1,20.0,5.7,0.1,,,,,0.0,,0.0,,43.0,0.8
R211-243014001-1201,투라치_육_생것_부산_6월,R,원재료성 식품,100.0,79,0.5,18.1,0.1,0.5,,,,,0.0,,,,34.0,0.32
R211-245014050-0649,틸라피아_육_구운것_진안_평균,R,원재료성 식품,100.0,144,0.0,28.44,2.59,,,,,,,,,,,
R211-245014001-0649,틸라피아_육_생것_진안_평균,R,원재료성 식품,100.0,97,0.24,20.23,1.18,,0.32,,29.0,48.17,,1.0,,,9.0,0.18
R211-245014001-0831,틸라피아_육_생것_춘천_평균,R,원재료성 식품,100.0,126,0.2,19.3,4.7,0.2,,,,,0.0,,1.0,,35.0,1.1
R211-245014049-0649,틸라피아_육_찐것_진안_평균,R,원재료성 식품,100.0,127,0.24,24.44,2.47,,0.55,,28.0,61.24,,4.0,,,15.0,0.24
R112-853013902-0467,파래류_가시파래_전체_말린것_완도_평균,R,원재료성 식품,100.0,161,57.45,18.81,0.78,,,,,,,,,,,
R112-853013901-0000,파래류_가시파래_전체_생것_대표_평균,R,원재료성 식품,100.0,17,4.94,2.71,0.28,,,,,,,,,,,
R112-853013901-0467,파래류_가시파래_전체_생것_완도_평균,R,원재료성 식품,100.0,11,4.34,0.72,0.19,,,,,,,,,,,
R112-853015102-1198,파래류_가시파래_줄기_말린것_부산_3월,R,원재료성 식품,100.0,136,46.5,20.0,0.7,42.2,,,,,4.3,,36.0,,646.0,37.2
R112-853035102-0000,파래류_갈파래_줄기_말린것_대표_평균,R,원재료성 식품,100.0,143,40.1,23.1,0.5,,,,,,0.0,65.0,13.0,,1015.0,8.7
R112-853075101-0000,파래류_납작파래_줄기_생것_대표_평균,R,원재료성 식품,100.0,17,3.5,3.3,0.7,3.0,,,,,0.5,,17.0,,93.0,11.9
R112-853093947-0000,파래류_잎파래_전체_데친것_대표_평균,R,원재료성 식품,100.0,16,3.81,3.01,0.41,,,,,,,,,,,
R112-853093901-0324,파래류_잎파래_전체_생것_해남_평균,R,원재료성 식품,100.0,23,5.96,5.05,0.28,,0.07,,113.0,30.68,,108.0,,,99.0,51.07
R112-853115102-0000,파래류_창자파래_줄기_말린것_대표_평균,R,원재료성 식품,100.0,158,45.8,23.6,0.8,,,,,,0.0,1437.0,40.0,,866.0,28.5
R112-853133902-0467,파래류_파래_전체_말린것_완도_평균,R,원재료성 식품,100.0,165,45.57,31.25,1.09,,,,,,,,,,,
R112-853133901-0467,파래류_파래_전체_생것_완도_평균,R,원재료성 식품,100.0,19,5.14,3.75,0.15,,,,,,,,,,,
R112-853133901-0899,파래류_파래_전체_생것_통영_3월,R,원재료성 식품,100.0,24,8.37,2.85,0.27,,,,,,,,,,,
R112-853135102-0000,파래류_파래_줄기_말린것_대표_평균,R,원재료성 식품,100.0,223,41.7,22.1,0.6,,0.12,,3900.0,,29.1,208.0,25.0,0.0,490.0,5.3
R112-853135101-0000,파래류_파래_줄기_생것_대표_평균,R,원재료성 식품,100.0,12,2.95,2.18,0.15,0.04,0.05,0.02,122.0,,2.1,,36.0,0.0,55.0,4.1
R211-525014001-1088,펄조개(뻘조개)_육_생것_대구_10월,R,원재료성 식품,100.0,74,6.0,9.4,1.0,6.0,,,,,0.0,,2.0,,266.0,18.2
R112-855015102-1197,풀가사리류_불등풀가사리_줄기_말린것_부산_2월,R,원재료성 식품,100.0,152,58.0,16.5,0.6,55.7,,,,,2.3,,6.0,,481.0,28.4
R211-125034001-1200,풀반지_육_생것_부산_5월,R,원재료성 식품,100.0,167,0.16,16.94,10.1,0.16,,,,,0.0,,,,118.0,1.4
R211-125033901-1678,풀반지_전체_생것_동해EEZ_2월,R,원재료성 식품,100.0,97,1.13,17.16,2.12,,,,,,,,,,,
R211-247014001-0531,피라미_육_생것_경기_12월,R,원재료성 식품,100.0,105,0.2,18.5,2.8,0.2,,,,,0.0,27.0,0.0,,59.0,1.9
R211-249014001-0355,학공치_육_생것_군산_5월,R,원재료성 식품,100.0,94,0.7,17.8,1.7,0.7,,,,,0.0,,,,20.0,3.54
R211-249014012-0000,학공치_육_조미하여 말린것_대표_평균,R,원재료성 식품,100.0,361,17.7,59.1,2.0,,,,,,,0.0,0.0,,310.0,19.5
R211-925014001-1211,해면류_붉은해면_육_생것_포항_3월,R,원재료성 식품,100.0,29,2.55,3.29,0.46,,,,,,,,,,,
R211-925033901-0899,해면류_예쁜이해면_전체_생것_통영_3월,R,원재료성 식품,100.0,42,0.0,8.94,0.49,,,,,,,,,,,
R211-925053901-0899,해면류_해면_전체_생것_통영_3월,R,원재료성 식품,100.0,14,0.45,2.42,0.21,,,,,,,,,,,
R211-925074001-1211,해면류_호박해면_육_생것_포항_3월,R,원재료성 식품,100.0,35,1.59,5.22,0.66,,,,,,,,,,,
R211-927034171-0000,해삼_내장_젓갈_대표_평균,R,원재료성 식품,100.0,45,0.8,7.7,1.0,0.8,,,,,0.0,,0.0,,80.0,4.3
R211-927034002-0000,해삼_육_말린것_대표_평균,R,원재료성 식품,100.0,348,3.0,77.6,0.9,3.0,,,,,0.0,,0.0,,1384.0,53.0
R211-927034001-0000,해삼_육_생것_대표_평균,R,원재료성 식품,100.0,25,0.8,4.4,0.3,0.8,,,,,0.0,,0.0,,83.0,1.26
R211-927034021-0000,해삼_육_소금에 절여 저장한것_대표_평균,R,원재료성 식품,100.0,38,2.4,4.9,0.5,,,,6000.0,,,0.0,0.0,,75.0,5.5
R211-927034071-0000,해삼_육_젓갈_대표_평균,R,원재료성 식품,100.0,36,2.5,5.5,0.0,,,,,,,0.0,0.0,,36.0,10.0
R211-927054001-0899,해삼_청해삼_육_생것_통영_3월,R,원재료성 식품,100.0,24,0.01,3.91,0.82,,,,,,,,,,,
R211-931034001-0000,해파리류_해파리_육_생것_대표_평균,R,원재료성 식품,100.0,6,0.1,1.3,0.0,0.1,,,,,0.0,,,,2.0,
R211-931034021-0000,해파리류_해파리_육_소금에 절여 저장한것_대표_평균,R,원재료성 식품,100.0,35,2.4,4.9,0.5,2.4,,,,,0.0,,0.0,,75.0,5.5
R211-251014001-0646,향어(이스라엘잉어)_육_생것_대전_10월,R,원재료성 식품,100.0,113,0.3,17.5,4.0,,,,,,0.0,,,,50.0,1.4
R211-251014001-0662,향어(이스라엘잉어)_육_생것_대청댐_평균,R,원재료성 식품,100.0,178,0.3,16.8,11.2,0.3,,,,,0.0,,1.0,,37.0,1.2
R211-251014001-0012,향어(이스라엘잉어)_육_생것_대표_12월,R,원재료성 식품,100.0,142,0.0,19.91,6.16,,,,,,,,,,,
R211-251014001-0004,향어(이스라엘잉어)_육_생것_대표_4월,R,원재료성 식품,100.0,129,6.23,17.55,3.1,,,,,,,,,,,
R211-251014001-0008,향어(이스라엘잉어)_육_생것_대표_8월,R,원재료성 식품,100.0,151,0.26,18.64,7.55,,,,,,,,,,,
R211-251014001-0000,향어(이스라엘잉어)_육_생것_대표_평균,R,원재료성 식품,100.0,175,0.1,18.4,8.7,,,,,,,17.0,1.0,,23.0,0.8
R211-251014001-0649,향어(이스라엘잉어)_육_생것_진안_평균,R,원재료성 식품,100.0,203,1.11,17.0,13.47,,2.35,,36.0,81.6,,3.0,,,14.0,0.63
R211-253054001-0048,홍어류_광동홍어_육_생것_서해남부EEZ_10월,R,원재료성 식품,100.0,103,0.1,23.5,0.3,,,,,,,,,,140.0,0.7
R211-253094001-0757,홍어류_참홍어_육_생것_여수_4월,R,원재료성 식품,100.0,123,0.0,25.96,1.44,,0.1,,208.0,26.65,,2.0,,,18.0,0.19
R211-253014001-0004,홍어류_홍어_육_생것_대표_4월,R,원재료성 식품,100.0,120,0.0,25.75,1.23,,,,,,,,,,,
R211-253014001-0402,홍어류_홍어_육_생것_인천_평균,R,원재료성 식품,100.0,87,0.0,19.6,0.5,0.0,,,,,0.0,,0.0,,305.0,1.2
R211-255014001-1205,홍치_육_생것_부산_10월,R,원재료성 식품,100.0,93,0.1,18.9,1.4,0.1,,,,,0.0,,1.0,,20.0,1.2
R211-523014001-1201,홍합류_돌담치_육_생것_부산_6월,R,원재료성 식품,100.0,90,0.4,15.18,2.54,,0.29,,266.0,33.73,,60.0,,,34.0,4.87
R211-523034050-0766,홍합류_지중해담치_육_구운것_여수_평균,R,원재료성 식품,100.0,136,6.19,18.71,3.33,,,,,,,,,,,
R211-523034001-1200,홍합류_지중해담치_육_생것_부산_5월,R,원재료성 식품,100.0,54,2.9,8.9,0.5,2.9,,,,,0.0,,,,63.0,8.58
R211-523033901-0766,홍합류_지중해담치_전체_생것_여수_평균,R,원재료성 식품,100.0,86,6.31,10.69,1.59,,0.22,,215.0,45.13,,40.0,,,40.0,9.89
R211-523057401-0000,"홍합류_진주담치_양식,육_생것_대표_평균",R,원재료성 식품,100.0,86,5.44,11.27,1.71,,,,,,,,,,,
R211-523057401-1052,"홍합류_진주담치_양식,육_생것_충무_평균",R,원재료성 식품,100.0,84,4.4,11.9,1.7,4.4,,,,,0.0,,,,58.0,5.1
R211-523054050-0000,홍합류_진주담치_육_구운것_대표_평균,R,원재료성 식품,100.0,191,7.39,23.8,4.48,,0.85,,369.0,,0.0,91.0,13.6,,33.0,6.72
R211-523054001-0006,홍합류_진주담치_육_생것_대표_6월,R,원재료성 식품,100.0,86,4.14,12.35,1.74,,,,,,,,,,,
R211-523054001-0763,홍합류_진주담치_육_생것_여수_10월,R,원재료성 식품,100.0,57,2.05,8.21,1.46,,,,,,,,,,,
R211-523054001-0765,홍합류_진주담치_육_생것_여수_12월,R,원재료성 식품,100.0,64,2.22,9.2,1.73,,,,,,,,,,,
R211-523054001-0755,홍합류_진주담치_육_생것_여수_2월,R,원재료성 식품,100.0,81,1.73,11.55,2.7,,,,,,,,,,,
R211-523054001-0757,홍합류_진주담치_육_생것_여수_4월,R,원재료성 식품,100.0,79,5.94,8.43,2.05,,,,,,,,,,,
R211-523054001-0759,홍합류_진주담치_육_생것_여수_6월,R,원재료성 식품,100.0,44,2.48,5.89,0.91,,,,,,,,,,,
R211-523054001-0761,홍합류_진주담치_육_생것_여수_8월,R,원재료성 식품,100.0,67,3.87,9.24,1.25,,,,,,,,,,,
R211-523054001-1058,홍합류_진주담치_육_생것_진해_6월,R,원재료성 식품,100.0,87,6.85,10.39,1.56,,0.27,,250.0,14.91,,63.0,,,50.0,2.72
R211-523054001-1052,홍합류_진주담치_육_생것_충무_평균,R,원재료성 식품,100.0,75,5.1,10.3,1.1,5.1,,,,,0.0,,,,82.0,6.6
R211-523074004-0000,홍합류_참담치(홍합)_육_삶아서 말린것_대표_평균,R,원재료성 식품,100.0,391,14.1,56.1,10.2,14.1,,,,,0.0,,8.0,,225.0,17.3
R211-523074046-5350,홍합류_참담치(홍합)_육_삶은것_수입_평균,R,원재료성 식품,100.0,110,5.52,15.9,2.7,1.04,0.97,0.01,596.0,55.2,0.0,86.0,0.0,1.6,99.0,4.43
R211-523074001-0000,홍합류_참담치(홍합)_육_생것_대표_평균,R,원재료성 식품,100.0,91,3.1,13.8,1.2,,,,,,,,,,43.0,6.1
R211-523074001-1200,홍합류_참담치(홍합)_육_생것_부산_5월,R,원재료성 식품,100.0,69,4.0,9.7,1.2,4.0,,,,,0.0,,4.0,,62.0,5.7
R211-523074001-5350,홍합류_참담치(홍합)_육_생것_수입_평균,R,원재료성 식품,100.0,74,3.92,10.7,1.81,0.7,0.65,0.0,470.0,37.0,0.0,64.0,0.0,1.1,66.0,3.3
R211-523074028-0000,홍합류_참담치(홍합)_육_통조림_대표_평균,R,원재료성 식품,100.0,99,1.3,15.8,2.3,,,,,,,0.0,0.0,,165.0,10.0
R211-927074101-0432,홍해삼_내장_생것_제주_4월,R,원재료성 식품,100.0,50,1.43,6.24,1.89,,,,,,,,,,,
R211-927074001-0432,홍해삼_육_생것_제주_4월,R,원재료성 식품,100.0,25,1.13,4.22,0.27,,,,,,,,,,,
R211-927074001-1211,홍해삼_육_생것_포항_3월,R,원재료성 식품,100.0,23,2.11,2.7,0.29,,,,,,,,,,,
R112-817015102-0000,홑파래류_참홑파래_줄기_말린것_대표_평균,R,원재료성 식품,100.0,146,53.2,17.2,1.1,48.3,,,,,4.9,,53.0,,630.0,10.3
R220-963014001-0000,황소개구리_육_생것_대표_평균,R,원재료성 식품,100.0,75,0.7,16.1,0.4,,,,69.0,,,5.0,,,11.0,0.5
R211-257014001-1206,황어_육_생것_부산_11월,R,원재료성 식품,100.0,95,0.2,18.3,1.8,0.2,,,,,0.0,15.0,0.0,,65.0,1.5
R211-259014001-0000,횟대류_대구횟대_육_생것_대표_평균,R,원재료성 식품,100.0,93,0.49,19.51,0.9,0.49,,,,,0.0,,,,92.0,2.5
R211-259054001-0000,횟대류_도치_육_생것_대표_평균,R,원재료성 식품,100.0,69,0.9,7.2,3.0,,,,,,,0.0,0.0,,101.0,1.2
R211-259054011-0000,횟대류_도치_육_소금에 절여 말린것_대표_평균,R,원재료성 식품,100.0,313,0.2,44.8,9.8,,,,1200.0,,,,,,25.0,20.0
R211-259034001-1199,횟대류_빨간횟대_육_생것_부산_4월,R,원재료성 식품,100.0,74,0.31,17.1,0.1,0.31,,,,,0.0,,0.0,,48.0,0.84
R211-927094001-1211,흑해삼_육_생것_포항_3월,R,원재료성 식품,100.0,27,2.23,3.41,0.38,,,,,,,,,,,
R211-261014001-1202,히메치_육_생것_부산_7월,R,원재료성 식품,100.0,99,0.0,20.9,1.1,0.0,,,,,0.0,,1.0,,39.0,1.0
R118-060000002-0000,타라곤_말린것,R,원재료성 식품,100.0,295,50.22,22.77,7.24,,1.88,0.0,62.0,0.0,7.4,0.0,50.0,0.0,1139.0,32.3
R118-061000002-0000,오레가노_말린것,R,원재료성 식품,100.0,265,68.92,9.0,4.28,4.09,1.55,0.0,25.0,0.0,42.5,84.0,2.3,0.0,1597.0,36.8
R118-065000001-0000,레몬그라스(시트로넬라)_생것,R,원재료성 식품,100.0,99,25.31,1.82,0.49,,0.12,0.0,6.0,0.0,,0.0,2.6,0.0,65.0,8.17
R118-066000002-0000,사프란_말린것,R,원재료성 식품,100.0,310,65.37,11.43,5.85,,1.59,0.0,148.0,0.0,3.9,0.0,80.8,0.0,111.0,11.1
R118-067010106-0000,뽕잎_가루,R,원재료성 식품,100.0,299,64.8,18.6,2.6,7.1,0.6,0.0,0.0,0.0,46.6,1843.0,79.76,0.0,2588.0,10.4
R318-020000000-0000,소금,R,원재료성 식품,100.0,0,0.0,0.0,0.0,,,,33597.0,,,0.0,0.0,,40.0,0.2
R318-020005500-0000,소금_굵은소금,R,원재료성 식품,100.0,0,0.0,0.0,0.0,,,,32220.0,,,0.0,0.0,,153.0,2.4
R318-020035800-0000,소금_천일염_가는소금,R,원재료성 식품,100.0,24,5.99,0.06,0.0,0.0,0.0,0.0,33417.0,0.0,2.1,0.0,0.0,0.0,142.0,0.65
R318-020030000-0000,소금_천일염,R,원재료성 식품,100.0,20,4.95,0.03,0.0,0.0,0.0,0.0,33811.0,0.0,0.0,0.0,0.0,0.0,128.0,0.69
R318-020035500-0000,소금_천일염_굵은소금,R,원재료성 식품,100.0,16,3.91,0.0,0.0,0.0,0.0,0.0,34205.0,0.0,1.7,0.0,0.0,0.0,114.0,0.73
R318-020035600-0000,소금_천일염_소금꽃,R,원재료성 식품,100.0,21,5.3,0.0,0.0,,,,40626.0,,,,,,58.0,5.8
R318-020035700-0000,소금_천일염_토판염,R,원재료성 식품,100.0,16,4.1,0.0,0.0,,,,38659.0,,,,,,62.0,6.2
R318-020045600-0000,소금_프랑스_소금꽃,R,원재료성 식품,100.0,11,2.8,0.0,0.0,,,,36693.0,,,,,,120.0,5.1
R318-020045700-0000,소금_프랑스_토판염,R,원재료성 식품,100.0,16,4.0,0.0,0.0,,,,39612.0,,,,,,149.0,26.4
R120-006000024-0000,대나무_추출,R,원재료성 식품,100.0,2,0.2,0.0,0.1,,,,13.0,,,8.0,12.0,,26.0,1.7
R220-009006001-0000,메뚜기_성충_생것,R,원재료성 식품,100.0,125,1.86,24.29,2.26,0.0,0.44,0.01,49.0,105.0,1.5,111.0,0.0,0.0,26.0,2.32
R120-013000002-0000,삼백초_말린것,R,원재료성 식품,100.0,301,67.0,12.1,3.8,,,,8.0,,,0.0,53.0,,1135.0,30.7
R120-013007802-0000,삼백초_잎_말린것,R,원재료성 식품,100.0,278,59.6,12.8,4.1,,,,,,,0.0,3.0,,98.0,5.2
R120-013007902-0000,삼백초_줄기_말린것,R,원재료성 식품,100.0,278,71.1,4.9,1.5,,,,,,,0.0,1.0,,77.0,4.9
