food_code,food_name,data_pid,data_pid_name,serving_size(g),calorie_kcal,carbohydrate_g,protein_g,fat_g,sugar_g,saturated_fat_g,trans_fat_g,sodium_mg,cholesterol_mg,dietary_fiber_g,vitamin_a_μg,vitamin_c_mg,vitamin_d_ug,calcium_mg,iron_mg
R104-008000083-0000,완두_말린것을 삶은것,R,원재료성 식품,100.0,174,27.06,13.03,1.35,2.04,0.22,0.0,3.0,0.0,11.9,7.0,0.21,0.0,59.0,2.99
R105-001000002-0000,개암(헤이즐넛)_말린것,R,원재료성 식품,100.0,628,16.7,14.95,60.75,4.34,4.46,,0.0,0.0,9.7,1.0,6.3,0.0,114.0,4.7
R105-001000058-0000,개암(헤이즐넛)_볶은것,R,원재료성 식품,100.0,646,17.6,15.03,62.4,4.89,4.51,,0.0,0.0,9.4,3.0,3.8,0.0,123.0,4.38
R105-002000001-0000,도토리_생것,R,원재료성 식품,100.0,230,46.7,4.4,3.0,,,,,,,1.0,9.0,,16.0,0.6
R105-002000006-0000,도토리_분말화한것,R,원재료성 식품,100.0,354,83.7,1.1,1.1,,,,2.0,,,0.0,0.0,,60.0,3.3
R105-002010006-0000,도토리_졸참도토리_분말화한것,R,원재료성 식품,100.0,342,79.2,4.6,0.5,,,,54.0,,,0.0,0.0,,61.0,2.1
R105-002020006-0000,도토리_종가시도토리_분말화한것,R,원재료성 식품,100.0,348,79.5,3.3,1.6,,,,3.0,,,0.0,0.0,,76.0,1.7
R104-012050046-0000,콩(대두)_서리태_삶은것,R,원재료성 식품,100.0,196,11.39,19.02,8.75,6.95,1.2,0.0,3.0,0.0,9.4,2.0,1.73,0.0,95.0,2.57
R104-012050058-0000,콩(대두)_서리태_볶은것,R,원재료성 식품,100.0,436,31.27,41.72,16.72,6.73,2.29,0.02,4.0,0.0,19.5,5.0,4.9,0.0,221.0,2.7
R104-012060002-0000,콩(대두)_수입산(중국산)_말린것,R,원재료성 식품,100.0,433,39.2,32.7,16.9,,,,3.0,,,0.0,0.0,,117.0,7.7
R104-012070002-0000,콩(대두)_청자3호_말린것,R,원재료성 식품,100.0,399,37.84,34.6,12.6,9.36,1.76,0.02,0.0,0.0,11.0,5.0,0.0,0.0,240.0,11.81
R104-012070058-0000,콩(대두)_청자3호_볶은것,R,원재료성 식품,100.0,452,36.7,37.4,18.1,,,,4.0,,,0.0,17.0,,313.0,9.5
R104-012080002-0000,콩(대두)_흑태_말린것,R,원재료성 식품,100.0,407,32.45,36.1,15.37,6.44,2.37,0.01,3.0,0.0,20.8,8.0,4.57,0.0,158.0,7.68
R104-012080046-0000,콩(대두)_흑태_삶은것,R,원재료성 식품,100.0,199,12.4,17.87,9.05,2.19,1.38,0.01,4.0,0.0,10.8,4.0,0.77,0.0,77.0,3.05
R104-012080058-0000,콩(대두)_흑태_볶은것,R,원재료성 식품,100.0,446,33.31,40.99,17.31,5.7,2.66,0.02,6.0,0.0,20.5,6.0,2.35,0.0,177.0,6.66
R104-018010002-0000,팥_검정팥_말린것,R,원재료성 식품,100.0,330,58.72,20.63,0.96,0.43,0.27,0.0,10.0,0.0,15.8,0.0,4.1,0.0,72.0,4.81
R104-018010046-0000,팥_검정팥_삶은것,R,원재료성 식품,100.0,156,27.15,9.49,0.86,0.28,0.17,0.0,1.0,0.0,13.0,0.0,0.91,0.0,30.0,2.14
R104-018020002-0000,팥_붉은팥_말린것,R,원재료성 식품,100.0,337,59.29,21.59,1.1,0.47,0.26,0.01,6.0,0.0,16.9,0.0,4.36,0.0,71.0,5.49
R104-018020046-0000,팥_붉은팥_삶은것,R,원재료성 식품,100.0,113,19.4,7.91,0.32,0.16,0.11,0.0,1.0,0.0,14.9,0.0,0.27,0.0,21.0,1.71
R104-018030002-0000,팥_붉은팥+수입산(중국산)_말린것,R,원재료성 식품,100.0,357,68.5,19.6,0.5,,,,3.0,,,0.0,0.0,,97.0,6.2
R104-018040002-0000,팥_회색팥_말린것,R,원재료성 식품,100.0,350,63.3,21.9,1.0,,,,1.0,,,0.0,0.0,,116.0,5.1
R104-018050002-0000,팥_팥+황백_말린것,R,원재료성 식품,100.0,343,59.85,22.38,1.17,0.36,0.27,0.0,2.0,0.0,18.3,0.0,5.78,0.0,72.0,5.61
R104-018060002-0000,팥_검정팥+검구슬_말린것,R,원재료성 식품,100.0,336,60.26,20.57,1.05,0.4,0.31,0.0,16.0,0.0,18.0,0.0,0.64,0.0,74.0,4.56
R104-018070002-0000,팥_붉은팥+서나_말린것,R,원재료성 식품,100.0,341,60.56,21.14,1.22,0.46,0.26,0.0,11.0,0.0,18.4,0.0,5.96,0.0,78.0,5.8
R104-008000046-0000,완두_삶은것,R,원재료성 식품,100.0,123,20.78,7.27,1.1,0.0,0.22,0.0,2.0,0.0,9.1,39.0,11.9,0.0,35.0,2.03
R104-009000001-0000,작두(도두)_생것,R,원재료성 식품,100.0,125,21.5,9.0,0.3,,,,3.0,,11.2,1.0,16.0,,85.0,0.8
R104-009000002-0000,작두(도두)_말린것,R,원재료성 식품,100.0,344,57.4,26.3,1.0,,,,5.0,,,0.0,0.0,,84.0,3.7
R104-010000001-0000,잠두_생것,R,원재료성 식품,100.0,341,58.29,26.12,1.53,5.7,0.25,0.0,13.0,0.0,25.0,3.0,1.4,0.0,103.0,6.7
R104-010000046-0000,잠두_삶은것,R,원재료성 식품,100.0,110,19.65,7.6,0.4,1.82,0.07,0.0,5.0,0.0,5.4,1.0,0.3,0.0,36.0,1.5
R104-011000002-0000,쥐눈이콩(검정소립콩)_말린것,R,원재료성 식품,100.0,403,30.59,37.32,14.61,5.58,2.15,0.01,2.0,0.0,22.2,7.0,2.29,0.0,212.0,8.14
R104-011000046-0000,쥐눈이콩(검정소립콩)_삶은것,R,원재료성 식품,100.0,184,12.71,17.99,6.79,1.55,0.99,0.01,3.0,0.0,10.5,3.0,0.0,0.0,101.0,3.31
R104-011000058-0000,쥐눈이콩(검정소립콩)_볶은것,R,원재료성 식품,100.0,447,31.73,42.31,16.71,5.56,2.45,0.02,3.0,0.0,23.0,6.0,0.37,0.0,238.0,2.27
R104-012010002-0000,콩(대두)_갈색콩(밤콩)_말린것,R,원재료성 식품,100.0,410,30.6,35.0,17.2,,,,4.0,,,0.0,0.0,,239.0,8.1
R104-012020002-0000,콩(대두)_노란콩_말린것,R,원재료성 식품,100.0,409,32.99,36.21,14.71,6.64,2.07,0.02,2.0,0.0,25.6,1.0,3.27,0.0,260.0,6.66
R104-012020046-0000,콩(대두)_노란콩_삶은것,R,원재료성 식품,100.0,201,12.02,17.82,9.5,2.43,1.33,0.0,4.0,0.0,10.2,0.0,1.13,0.0,127.0,2.27
R104-012020058-0000,콩(대두)_노란콩_볶은것,R,원재료성 식품,100.0,444,33.57,40.47,17.21,6.32,2.42,0.01,3.0,0.0,20.3,1.0,0.0,0.0,256.0,7.6
R104-012020087-0000,콩(대두)_노란콩_가루를 볶은것,R,원재료성 식품,100.0,430,30.81,38.5,21.36,7.51,2.99,0.02,4.0,0.0,22.1,1.0,1.16,0.0,236.0,11.38
R104-012030002-0000,콩(대두)_대풍_말린것,R,원재료성 식품,100.0,405,36.94,34.36,13.83,5.51,1.97,0.03,0.0,0.0,11.1,1.0,1.1,0.0,322.0,10.92
R104-012030058-0000,콩(대두)_대풍_볶은것,R,원재료성 식품,100.0,460,37.3,35.8,19.5,,,,5.0,,,0.0,13.0,,230.0,7.8
R104-012040002-0000,콩(대두)_수입산(미국산)_말린것,R,원재료성 식품,100.0,432,39.6,33.9,16.0,,,,3.0,,,0.0,0.0,,118.0,6.5
R104-012050002-0000,콩(대두)_서리태_말린것,R,원재료성 식품,100.0,413,30.45,38.68,15.86,6.45,2.19,0.01,1.0,0.0,20.8,5.0,6.72,0.0,199.0,6.19
R103-011050000-0000,설탕_흑설탕,R,원재료성 식품,100.0,380,97.97,0.12,0.02,92.85,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,48.0,0.69
R103-019000000-0000,포도당,R,원재료성 식품,100.0,342,91.0,0.0,0.0,88.2,,,,0.0,0.0,0.0,0.0,0.0,,0.1
R104-001000001-0000,강낭콩_생것,R,원재료성 식품,100.0,174,32.35,8.8,0.86,1.65,0.22,0.0,0.0,0.0,14.1,4.0,2.12,0.0,49.0,3.11
R104-001000002-0000,강낭콩_말린것,R,원재료성 식품,100.0,348,61.89,21.01,1.41,3.32,0.36,0.0,1.0,0.0,25.6,9.0,0.24,0.0,99.0,6.22
R104-001000046-0000,강낭콩_삶은것,R,원재료성 식품,100.0,171,31.92,8.46,0.9,0.77,0.18,0.0,3.0,0.0,15.2,8.0,2.12,0.0,59.0,2.89
R104-002000002-0000,녹두_말린것,R,원재료성 식품,100.0,352,60.15,24.51,1.52,0.0,0.55,0.0,1.0,0.0,22.4,20.0,5.29,0.0,100.0,4.11
R104-002000046-0000,녹두_삶은것,R,원재료성 식품,100.0,158,26.66,11.29,0.67,0.0,0.25,0.0,2.0,0.0,9.8,9.0,0.0,0.0,47.0,2.0
R104-004000002-0000,녹두 국수_말린것,R,원재료성 식품,100.0,344,87.5,0.2,0.4,0.0,,,14.0,0.0,4.1,0.0,0.0,0.0,20.0,0.5
R104-005000000-0000,녹두묵,R,원재료성 식품,100.0,40,9.81,0.12,0.03,0.02,0.01,0.0,92.0,0.0,,0.0,0.03,0.0,5.0,0.04
R104-006000001-0000,동부_생것,R,원재료성 식품,100.0,166,29.34,9.51,1.02,0.21,0.27,0.0,2.0,0.0,10.2,1.0,0.27,0.0,27.0,2.5
R104-006000002-0000,동부_말린것,R,원재료성 식품,100.0,343,60.56,19.61,2.1,0.44,0.56,0.0,4.0,0.0,21.0,2.0,0.56,0.0,56.0,5.15
R104-006000046-0000,동부_삶은것,R,원재료성 식품,100.0,138,24.46,8.11,0.77,0.14,0.25,0.0,2.0,0.0,10.4,1.0,0.0,0.0,23.0,2.16
R104-006010002-0000,동부_수입산(미얀마산)_말린것,R,원재료성 식품,100.0,345,59.43,22.08,2.07,0.0,0.73,0.0,6.0,0.0,20.6,1.0,0.0,0.0,88.0,4.54
R104-006010046-0000,동부_수입산(미얀마산)_삶은것,R,원재료성 식품,100.0,155,26.28,10.02,1.12,0.0,0.4,0.0,2.0,0.0,11.3,1.0,0.0,0.0,43.0,1.82
R104-007000002-0000,라이마빈스_말린것,R,원재료성 식품,100.0,306,60.8,21.9,1.8,1.2,0.42,,,0.0,19.6,0.0,0.0,0.0,78.0,6.2
R104-007000046-0000,라이마빈스_삶은것,R,원재료성 식품,100.0,122,26.0,9.6,0.9,0.5,0.21,,0.0,0.0,10.9,0.0,0.0,0.0,27.0,2.3
R104-008000001-0000,완두_생것,R,원재료성 식품,100.0,115,19.51,7.92,0.44,0.0,0.16,0.0,0.0,0.0,8.5,32.0,11.9,0.0,36.0,2.08
R104-008000002-0000,완두_말린것,R,원재료성 식품,100.0,354,56.65,25.37,2.61,5.24,0.51,0.0,11.0,0.0,19.8,15.0,0.24,0.0,113.0,6.22
R102-018007646-0000,야콘_뿌리_삶은것,R,원재료성 식품,100.0,42,9.9,0.6,0.3,,,,0.0,0.0,1.2,2.0,2.0,0.0,11.0,0.2
R102-019000000-0000,칡즙,R,원재료성 식품,100.0,21,4.91,0.44,0.0,1.51,0.0,0.0,3.0,0.0,0.4,0.0,0.0,0.0,44.0,0.07
R102-020000001-0000,히카마(얌빈)_생것,R,원재료성 식품,100.0,44,10.36,0.68,0.06,4.59,0.02,0.0,1.0,0.0,0.7,0.0,3.37,0.0,13.0,0.23
R102-020000046-0000,히카마(얌빈)_삶은것,R,원재료성 식품,100.0,45,10.66,0.39,0.06,2.93,0.03,0.0,0.0,0.0,1.4,0.0,19.44,0.0,13.0,0.15
R102-006000005-0000,고구마말랭이_말린것,R,원재료성 식품,100.0,277,65.58,3.62,0.34,31.77,0.12,0.0,72.0,0.0,4.6,72.0,9.85,0.0,62.0,1.01
R102-009010047-0000,곤약(구약나물)_국수형_데친것,R,원재료성 식품,100.0,7,3.58,0.01,0.01,0.0,0.0,0.0,2.0,0.0,2.6,0.0,0.0,0.0,36.0,0.08
R102-009010001-0000,곤약(구약나물)_국수형_생것,R,원재료성 식품,100.0,7,3.18,0.08,0.01,0.0,0.0,0.0,2.0,0.0,2.4,0.0,0.0,0.0,41.0,0.08
R103-003000000-0000,꿀,R,원재료성 식품,100.0,317,85.83,0.28,0.01,72.67,0.01,0.0,1.0,0.0,0.3,0.0,0.03,0.0,9.0,0.13
R103-003020000-0000,꿀_밤,R,원재료성 식품,100.0,314,84.95,0.45,0.02,67.37,0.02,0.0,1.0,0.0,0.8,0.0,0.08,0.0,18.0,0.25
R103-003040000-0000,꿀_아카시아,R,원재료성 식품,100.0,319,86.48,0.12,0.0,74.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.02
R103-003050000-0000,꿀_잡화,R,원재료성 식품,100.0,318,86.07,0.26,0.02,75.96,0.01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.11
R103-003060000-0000,꿀_토종,R,원재료성 식품,100.0,313,84.73,0.38,0.02,67.18,0.01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.14
R103-004010000-0000,당밀_가공당,R,원재료성 식품,100.0,274,68.2,0.2,0.0,,,,10.0,0.0,0.0,0.0,0.0,0.0,,0.7
R103-011000006-0000,설탕_분말화한것,R,원재료성 식품,100.0,389,99.77,0.0,0.0,97.81,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06
R103-011010000-0000,설탕_각설탕,R,원재료성 식품,100.0,387,99.95,0.0,0.0,99.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
R103-011020000-0000,설탕_백설탕,R,원재료성 식품,100.0,386,99.8,0.0,0.0,99.7,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.13
R103-011030000-0000,설탕_빙설탕,R,원재료성 식품,100.0,394,99.8,0.1,0.0,99.9,,,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2
R103-011040000-0000,설탕_황설탕,R,원재료성 식품,100.0,386,99.66,0.03,0.01,98.29,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,0.16
R102-011030001-0000,마_장마_생것,R,원재료성 식품,100.0,45,9.55,1.56,0.28,2.22,0.02,0.0,3.0,0.0,1.8,0.0,1.42,0.0,15.0,0.22
R102-011030046-0000,마_장마_삶은것,R,원재료성 식품,100.0,49,10.51,1.47,0.25,2.47,0.02,0.0,1.0,0.0,2.7,0.0,2.34,0.0,9.0,0.22
R102-011040001-0000,마_둥근마_생것,R,원재료성 식품,100.0,152,33.24,3.56,0.98,0.15,0.05,0.0,3.0,0.0,,0.0,8.76,,10.0,0.65
R102-012000001-0000,아피오스감자_생것,R,원재료성 식품,100.0,175,38.2,6.1,0.5,,,,31.0,,,0.0,21.0,,67.0,2.0
R102-014010006-0000,전분_감자_분말화한것,R,원재료성 식품,100.0,334,82.7,0.07,0.02,0.05,0.01,0.0,22.0,0.0,0.0,0.0,0.0,0.0,4.0,0.09
R102-014020006-0000,전분_고구마_분말화한것,R,원재료성 식품,100.0,346,85.85,0.0,0.05,0.01,0.02,0.0,8.0,0.0,0.0,0.0,0.0,0.0,104.0,0.25
R102-014030006-0000,전분_밀_분말화한것,R,원재료성 식품,100.0,360,86.0,0.2,0.5,0.0,,,3.0,0.0,0.0,0.0,0.0,0.0,14.0,0.6
R102-014040006-0000,전분_쌀_분말화한것,R,원재료성 식품,100.0,375,89.3,0.2,0.7,0.0,,,11.0,0.0,0.0,0.0,0.0,0.0,29.0,1.5
R102-014050006-0000,전분_옥수수_분말화한것,R,원재료성 식품,100.0,366,89.6,0.19,0.56,0.05,0.21,0.0,6.0,0.0,0.4,0.0,0.0,0.0,3.0,0.19
R102-014060006-0000,전분_옥수수+밀_분말화한것,R,원재료성 식품,100.0,379,93.8,0.3,0.0,,,,16.0,,0.4,0.0,,,6.0,0.8
R102-014090006-0000,전분_칡뿌리_분말화한것,R,원재료성 식품,100.0,356,85.6,0.2,0.2,0.0,,,2.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0
R102-015000001-0000,천마_생것,R,원재료성 식품,100.0,77,18.5,0.9,0.0,,,,8.0,,,0.0,92.0,,16.0,0.9
R102-015000049-0000,천마_찐것,R,원재료성 식품,100.0,81,19.3,1.1,0.0,,,,7.0,,,0.0,96.0,,16.0,0.5
R102-016000001-0000,칡뿌리_생것,R,원재료성 식품,100.0,137,32.05,2.48,0.1,3.58,0.04,0.0,0.0,0.0,4.4,2.0,4.66,0.0,383.0,2.0
R102-017000001-0000,토란_생것,R,원재료성 식품,100.0,71,15.77,2.08,0.14,0.0,0.05,0.0,2.0,0.0,2.8,1.0,1.21,0.0,11.0,0.59
R102-017000046-0000,토란_삶은것,R,원재료성 식품,100.0,73,16.28,2.17,0.18,0.46,0.05,0.0,2.0,0.0,3.0,1.0,4.72,0.0,18.0,0.77
R102-017000049-0000,토란_찐것,R,원재료성 식품,100.0,76,16.75,2.4,0.17,0.0,0.05,0.0,2.0,0.0,2.9,1.0,6.44,0.0,19.0,0.81
R102-018007601-0000,야콘_뿌리_생것,R,원재료성 식품,100.0,52,12.4,0.6,0.3,0.5,,,0.0,0.0,1.1,2.0,3.0,0.0,11.0,0.2
R102-006150001-0000,고구마_분질(밤) 고구마_생것,R,원재료성 식품,100.0,154,37.22,1.01,0.11,9.83,0.05,0.0,7.0,0.0,2.7,3.0,7.12,0.0,15.0,0.45
R102-006150049-0000,고구마_분질(밤) 고구마_찐것,R,원재료성 식품,100.0,169,40.9,1.07,0.15,13.02,0.06,0.0,7.0,0.0,4.2,3.0,15.36,0.0,17.0,0.42
R102-006150050-0000,고구마_분질(밤) 고구마_구운것,R,원재료성 식품,100.0,189,45.94,1.01,0.16,14.95,0.06,0.0,10.0,0.0,4.8,3.0,6.44,0.0,17.0,0.56
R102-006160001-0000,고구마_점질(호박) 고구마_생것,R,원재료성 식품,100.0,141,33.81,1.17,0.2,9.83,0.06,0.0,8.0,0.0,2.0,75.0,14.49,0.0,21.0,0.52
R102-006160049-0000,고구마_점질(호박) 고구마_찐것,R,원재료성 식품,100.0,157,37.91,1.1,0.15,14.48,0.05,0.0,5.0,0.0,3.5,46.0,30.62,0.0,23.0,0.46
R102-006160050-0000,고구마_점질(호박) 고구마_구운것,R,원재료성 식품,100.0,186,45.02,1.25,0.16,23.21,0.06,0.0,9.0,0.0,3.7,66.0,14.49,0.0,21.0,0.66
R102-006177201-0000,고구마_베니하루까_껍질제거_생것,R,원재료성 식품,100.0,147,34.91,1.03,0.45,7.08,0.04,0.0,13.0,0.0,2.8,0.0,44.82,,23.0,0.55
R102-007010002-0000,당면_고구마_말린것,R,원재료성 식품,100.0,358,88.75,0.08,0.07,0.0,0.04,0.0,8.0,0.0,1.7,0.0,0.06,0.0,98.0,4.69
R102-007010046-0000,당면_고구마_삶은것,R,원재료성 식품,100.0,123,30.38,0.03,0.04,0.0,0.02,0.01,3.0,0.0,1.4,0.0,0.06,0.0,35.0,1.58
R102-007020002-0000,당면_고구마+감자_말린것,R,원재료성 식품,100.0,346,86.6,0.0,0.2,0.0,,,7.0,0.0,1.2,0.0,0.0,0.0,41.0,0.4
R102-009000006-0000,곤약(구약나물)_분말화한것,R,원재료성 식품,100.0,194,85.3,3.0,0.1,,,,18.0,0.0,79.9,0.0,0.0,0.0,57.0,2.1
R102-009020001-0000,곤약(구약나물)_판형_생것,R,원재료성 식품,100.0,6,3.06,0.12,0.01,0.0,0.01,0.0,2.0,0.0,2.4,0.0,0.1,0.0,67.0,0.11
R102-010000001-0000,돼지감자_생것,R,원재료성 식품,100.0,35,14.92,2.18,0.09,6.37,0.02,0.0,2.0,0.0,1.8,0.0,1.34,0.0,17.0,0.53
R102-010000002-0000,돼지감자_말린것,R,원재료성 식품,100.0,172,74.35,10.43,0.46,11.64,0.11,0.01,10.0,0.0,9.9,0.0,7.11,0.0,87.0,3.49
R102-010000046-0000,돼지감자_삶은것,R,원재료성 식품,100.0,39,17.16,2.23,0.11,0.0,0.02,0.0,2.0,0.0,2.0,0.0,2.77,0.0,20.0,0.63
R102-011010001-0000,마_단마_생것,R,원재료성 식품,100.0,63,14.05,1.84,0.12,1.0,0.02,0.0,4.0,0.0,2.4,0.0,3.84,0.0,9.0,0.44
R102-001140050-0000,감자_수미_구운것,R,원재료성 식품,100.0,85,19.38,2.3,0.08,0.0,0.03,0.0,0.0,0.0,1.8,0.0,12.38,0.0,8.0,0.52
R102-001190001-0000,감자_자심_생것,R,원재료성 식품,100.0,64,14.7,1.8,0.0,,,,4.0,,,0.0,19.0,,4.0,1.7
R102-001210001-0000,감자_보라밸리_생것,R,원재료성 식품,100.0,60,13.79,1.45,0.02,0.0,0.02,0.0,2.0,0.0,2.1,0.0,5.64,0.0,7.0,0.41
R102-001210046-0000,감자_보라밸리_삶은것,R,원재료성 식품,100.0,69,15.97,1.39,0.05,0.0,0.02,0.0,2.0,0.0,1.6,1.0,5.64,0.0,7.0,0.34
R102-001220001-0000,감자_로즈밸리_생것,R,원재료성 식품,100.0,68,15.18,2.25,0.03,0.0,0.02,0.0,0.0,0.0,1.7,0.0,0.0,0.0,5.0,0.51
R102-001220046-0000,감자_로즈밸리_삶은것,R,원재료성 식품,100.0,79,17.87,2.34,0.09,0.0,0.02,0.0,1.0,0.0,1.9,1.0,0.0,0.0,5.0,0.49
R102-005000000-0000,으깬감자,R,원재료성 식품,100.0,83,17.57,1.91,0.57,1.48,0.3,,302.0,2.0,1.5,7.0,6.2,0.2,24.0,0.27
R102-006000001-0000,고구마_생것,R,원재료성 식품,100.0,147,35.52,1.09,0.15,9.83,0.06,0.0,8.0,0.0,2.4,39.0,10.81,0.0,18.0,0.48
R102-006000002-0000,고구마_말린것,R,원재료성 식품,100.0,312,75.7,2.3,0.1,,,,,,,0.0,18.0,,4.0,3.5
R102-006000049-0000,고구마_찐것,R,원재료성 식품,100.0,163,39.41,1.08,0.15,13.75,0.06,0.0,6.0,0.0,3.8,25.0,22.99,0.0,20.0,0.44
R102-006000050-0000,고구마_구운것,R,원재료성 식품,100.0,188,45.48,1.13,0.16,19.08,0.06,0.0,9.0,0.0,4.2,34.0,10.47,0.0,19.0,0.61
R102-006067201-0000,고구마_신율미_껍질제거_생것,R,원재료성 식품,100.0,164,38.84,1.0,0.61,4.64,0.04,0.0,47.0,0.0,2.2,2.0,36.63,,16.0,0.45
R102-006070001-0000,고구마_신자미_생것,R,원재료성 식품,100.0,107,25.5,1.3,0.1,,,,10.0,,,0.0,0.0,,34.0,1.1
R102-006080001-0000,고구마_연황미_생것,R,원재료성 식품,100.0,127,30.7,1.1,0.0,,,,14.0,,,12.0,0.0,,42.0,0.8
R102-006100001-0000,고구마_주황미_생것,R,원재료성 식품,100.0,105,25.1,1.0,0.1,,,,14.0,,,819.0,0.0,,28.0,0.9
R106-143003801-0000,열대비름(아마란스)_어린잎_생것,R,원재료성 식품,100.0,21,3.11,2.99,0.35,0.0,0.05,0.0,18.0,0.0,1.0,390.0,1.48,0.0,300.0,7.0
R101-047002001-0000,잡곡_현미+찹쌀+현미찹쌀+보리 등_생것,R,원재료성 식품,100.0,358,73.4,9.79,2.09,0.93,0.46,0.0,4.0,0.0,6.2,0.0,0.0,0.0,27.0,1.66
R101-048008002-0000,아마란스_노란색_말린것,R,원재료성 식품,100.0,383,67.27,17.09,5.94,1.65,1.32,0.0,0.0,0.0,13.8,5.0,4.04,,252.0,9.79
R101-048008102-0000,아마란스_빨간색_말린것,R,원재료성 식품,100.0,381,67.59,16.47,5.78,1.71,1.27,0.0,0.0,0.0,16.4,4.0,3.57,,287.0,9.21
R101-049000100-0000,귀리밥_도정,R,원재료성 식품,100.0,218,36.54,6.51,5.36,0.42,0.86,0.01,1.0,0.0,,0.0,0.0,0.0,34.0,2.46
R101-049010100-0000,귀리밥_쌀귀리+대양_도정,R,원재료성 식품,100.0,215,36.09,6.71,5.13,0.43,0.77,0.01,1.0,0.0,,0.0,0.0,0.0,32.0,2.4
R101-049020100-0000,귀리밥_쌀귀리+조양_도정,R,원재료성 식품,100.0,221,36.98,6.31,5.59,0.41,0.94,0.01,0.0,0.0,,0.0,0.0,0.0,35.0,2.52
R101-050010500-0000,찹쌀밥_보람찰_현미,R,원재료성 식품,100.0,181,38.41,3.55,1.25,0.45,0.26,0.0,1.0,0.0,3.0,0.0,0.0,0.0,8.0,0.57
R101-050180300-0000,찹쌀밥_보람찰_백미,R,원재료성 식품,100.0,155,33.93,2.58,0.33,0.0,0.08,0.0,1.0,0.0,0.8,0.0,0.0,0.0,4.0,0.09
R101-010000083-0000,멥쌀 국수_말린것을 삶은것,R,원재료성 식품,100.0,132,28.37,2.59,0.29,0.0,0.11,0.0,23.0,0.0,0.5,0.0,0.0,0.0,5.0,0.17
R101-034000100-0000,율무밥_도정,R,원재료성 식품,100.0,172,30.34,7.1,2.35,0.15,0.32,0.0,2.0,0.0,1.9,0.0,0.0,0.0,6.0,2.45
R102-001060001-0000,감자_대지_생것,R,원재료성 식품,100.0,67,15.08,2.01,0.04,0.0,0.03,0.0,1.0,0.0,2.7,0.0,10.51,0.0,9.0,0.58
R102-001060046-0000,감자_대지_삶은것,R,원재료성 식품,100.0,77,17.39,2.07,0.08,0.0,0.03,0.0,1.0,0.0,1.6,1.0,9.92,0.0,8.0,0.65
R102-001060049-0000,감자_대지_찐것,R,원재료성 식품,100.0,80,18.17,2.11,0.09,0.0,0.03,0.0,2.0,0.0,1.6,1.0,11.96,0.0,10.0,0.48
R102-001060050-0000,감자_대지_구운것,R,원재료성 식품,100.0,90,20.5,2.43,0.09,0.0,0.03,0.0,1.0,0.0,2.0,1.0,9.8,0.0,11.0,0.61
R102-001140001-0000,감자_수미_생것,R,원재료성 식품,100.0,70,16.07,1.93,0.03,0.0,0.02,0.0,1.0,0.0,1.7,0.0,4.47,0.0,6.0,0.4
R102-001140046-0000,감자_수미_삶은것,R,원재료성 식품,100.0,76,17.43,1.99,0.04,0.0,0.02,0.0,1.0,0.0,1.5,0.0,13.1,0.0,8.0,0.61
R102-001140049-0000,감자_수미_찐것,R,원재료성 식품,100.0,75,17.28,1.94,0.05,0.0,0.02,0.0,0.0,0.0,1.4,0.0,5.8,0.0,6.0,0.42
R106-141000047-0000,연근_데친것,R,원재료성 식품,100.0,62,14.41,1.07,0.08,0.59,0.02,0.0,6.0,0.0,2.8,0.0,17.32,0.0,20.0,0.29
R101-038000501-0000,찹쌀_현미_생것,R,원재료성 식품,100.0,356,75.52,7.28,2.29,0.9,0.5,0.0,1.0,0.0,5.2,0.0,0.0,0.0,12.0,1.19
R101-038000701-0000,찹쌀_흑미_생것,R,원재료성 식품,100.0,362,75.66,7.83,2.75,1.77,0.53,0.01,2.0,0.0,7.1,10.0,0.0,0.0,19.0,1.15
R101-038130301-0000,찹쌀_화선찰벼_백미_생것,R,원재료성 식품,100.0,375,75.2,9.5,2.6,,,,26.0,,,0.0,0.0,,9.0,2.1
R101-038150301-0000,찹쌀_동진찰벼_백미_생것,R,원재료성 식품,100.0,363,78.11,6.64,1.04,0.07,0.28,0.0,1.0,0.0,1.9,0.0,0.0,0.0,7.0,0.38
R101-038150501-0000,찹쌀_동진찰벼_현미_생것,R,원재료성 식품,100.0,357,76.22,7.14,2.18,0.39,0.51,0.0,1.0,0.0,6.2,0.0,0.0,0.0,10.0,1.18
R101-038160301-0000,찹쌀_백옥찰_백미_생것,R,원재료성 식품,100.0,365,78.23,6.77,1.12,0.55,0.29,0.01,0.0,0.0,0.6,0.0,0.0,0.0,6.0,0.42
